Blocktype	tnum	rt	color	winprob	Amb	RL_feedback	choice	dist	side	response
Learning	1	1683	green	0.5	[0,1]	lose	risk	norm	left	f
Learning	2	978	green	0.38	[0,1]	lose	risk	norm	left	f
Learning	3	782	green	0.22	[0,1]	lose	Amb	norm	left	j
Learning	4	748	green	0.3	[0,1]	lose	risk	norm	left	f
Learning	5	923	green	0.25	[0,1]	lose	risk	norm	left	f
Learning	6	741	green	0.19	[0,1]	lose	risk	norm	right	j
Learning	7	784	green	0.11	[0,1]	lose	Amb	norm	right	f
Learning	8	791	green	0.17	[0,1]	lose	Amb	norm	left	j
Learning	9	1098	green	0.25	[0,1]	lose	risk	norm	right	j
Learning	10	860	green	0.2	[0,1]	lose	Amb	norm	right	f
Learning	11	1019	green	0.22	[0,1]	lose	Amb	norm	left	j
Learning	12	845	green	0.26	[0,1]	lose	risk	norm	left	f
Learning	13	1224	green	0.25	[0,1]	lose	Amb	norm	right	f
Learning	14	948	green	0.28	[0,1]	lose	Amb	norm	left	j
Learning	15	765	green	0.3	[0,1]	lose	risk	norm	right	j
Learning	1	1098	blue	0.5	[0,1]	lose	risk	norm	right	j
Learning	2	568	blue	0.39	[0,1]	lose	risk	norm	right	j
Learning	3	540	blue	0.25	[0,1]	lose	risk	norm	right	j
Learning	4	1071	blue	0.03	[0,1]	lose	Amb	norm	left	j
Learning	5	986	blue	0.14	[0,1]	lose	Amb	norm	right	f
Learning	6	592	blue	0.3	[0,1]	lose	risk	norm	right	j
Learning	7	1059	blue	0.21	[0,1]	lose	risk	norm	right	j
Learning	8	747	blue	0.07	[0,1]	lose	risk	norm	right	j
Learning	9	804	blue	0	[0,1]	lose	Amb	norm	left	j
Learning	10	515	blue	0.11	[0,1]	lose	Amb	norm	left	j
Learning	11	308	blue	0.26	[0,1]	lose	risk	norm	right	j
Learning	12	261	blue	0.17	[0,1]	lose	risk	norm	right	j
Learning	13	985	blue	0.07	[0,1]	lose	Amb	norm	left	j
Learning	14	971	blue	0.14	[0,1]	lose	Amb	norm	right	f
Learning	15	623	blue	0.24	[0,1]	lose	Amb	norm	left	j
Learning	1	1264	red	0.5	[0,1]	win	risk	norm	right	j
Learning	2	1332	red	0.4	[0,1]	win	risk	norm	right	j
Learning	3	498	red	0.25	[0,1]	win	risk	norm	left	f
Learning	4	805	red	0.01	[0,1]	win	Amb	norm	left	j
Learning	5	426	red	0.12	[0,1]	win	risk	norm	right	j
Learning	6	395	red	0.05	[0,1]	win	risk	norm	right	j
Learning	7	472	red	0	[0,1]	win	Amb	norm	right	f
Learning	8	622	red	0.06	[0,1]	win	Amb	norm	left	j
Learning	9	921	red	0.12	[0,1]	win	risk	norm	right	j
Learning	10	1041	red	0.1	[0,1]	win	risk	norm	left	f
Learning	11	308	red	0.06	[0,1]	win	Amb	norm	left	j
Learning	12	919	red	0.1	[0,1]	win	risk	norm	right	j
Learning	13	468	red	0.08	[0,1]	win	risk	norm	left	f
Learning	14	182	red	0.07	[0,1]	win	risk	norm	right	j
Learning	15	346	red	0.03	[0,1]	win	risk	norm	right	j
Learning	1	871	blue	0.5	[0,1]	win	Amb	norm	left	j
Learning	2	592	blue	0.57	[0,1]	win	risk	norm	right	j
Learning	3	405	blue	0.52	[0,1]	win	risk	norm	right	j
Learning	4	300	blue	0.45	[0,1]	win	Amb	norm	left	j
Learning	5	483	blue	0.46	[0,1]	win	risk	norm	right	j
Learning	6	502	blue	0.42	[0,1]	win	risk	norm	right	j
Learning	7	424	blue	0.39	[0,1]	win	risk	norm	right	j
Learning	8	746	blue	0.33	[0,1]	win	risk	norm	left	f
Learning	9	470	blue	0.26	[0,1]	win	risk	norm	right	j
Learning	10	811	blue	0.15	[0,1]	win	Amb	norm	left	j
Learning	11	877	blue	0.21	[0,1]	win	Amb	norm	right	f
Learning	12	520	blue	0.3	[0,1]	win	risk	norm	right	j
Learning	13	337	blue	0.26	[0,1]	win	Amb	norm	left	j
Learning	14	280	blue	0.28	[0,1]	win	Amb	norm	left	j
Learning	15	167	blue	0.32	[0,1]	win	Amb	norm	left	j
Learning	1	854	green	0.5	[0,1]	win	risk	norm	right	j
Learning	2	358	green	0.4	[0,1]	win	risk	norm	right	j
Learning	3	1	green	0.26	[0,1]	win	Amb	norm	left	j
Learning	4	370	green	0.35	[0,1]	win	risk	norm	right	j
