Blocktype	tnum	rt	color	winprob	select	dist	side	response
Risk	0	2396	red	0.8	right	wide	[""right""]	j
Risk	1	1584	red	1	left	wide	[""left""]	f
Risk	2	1055	red	0.7	left	wide	[""left""]	f
Risk	3	1594	red	0	left	wide	[""right""]	f
Risk	4	772	red	0.1	right	wide	[""left""]	j
Risk	5	907	red	0	left	wide	[""right""]	f
Risk	6	844	red	0.3	right	wide	[""left""]	j
Risk	7	658	red	0	right	wide	[""left""]	j
Risk	8	462	red	0	right	wide	[""left""]	j
Risk	9	463	red	0	right	wide	[""left""]	j
Risk	10	651	red	0.1	right	wide	[""left""]	j
Risk	11	1184	red	0.9	right	wide	[""right""]	j
Risk	12	693	red	0.9	left	wide	[""left""]	f
Risk	13	912	red	0.2	right	wide	[""left""]	j
Risk	14	639	red	0.1	right	wide	[""left""]	j
Risk	15	910	red	0.9	left	wide	[""left""]	f
Risk	16	958	red	0.2	left	wide	[""right""]	f
Risk	17	817	red	1	right	wide	[""right""]	j
Risk	18	601	red	0.8	left	wide	[""left""]	f
Risk	19	443	red	1	right	wide	[""right""]	j
Risk	20	820	blue	0.5	right	narrow	[""right""]	j
Risk	21	1970	blue	0.3	left	narrow	[""right""]	f
Risk	22	732	blue	0.6	right	narrow	[""right""]	j
Risk	23	787	blue	0.4	left	narrow	[""right""]	f
Risk	24	639	blue	0.5	right	narrow	[""right""]	j
Risk	25	576	blue	0.7	right	narrow	[""right""]	j
Risk	26	552	blue	0.5	left	narrow	[""left""]	f
Risk	27	478	blue	0.5	right	narrow	[""right""]	j
Risk	28	457	blue	0.4	left	narrow	[""left""]	f
Risk	29	513	blue	0.5	left	narrow	[""left""]	f
Risk	30	1186	blue	0.4	left	narrow	[""right""]	f
Risk	31	890	blue	0.2	left	narrow	[""right""]	f
Risk	32	601	blue	0.5	left	narrow	[""left""]	f
Risk	33	585	blue	0.5	right	narrow	[""right""]	j
Risk	34	576	blue	0.6	right	narrow	[""right""]	j
Risk	35	465	blue	0.5	left	narrow	[""left""]	f
Risk	36	561	blue	0.5	right	narrow	[""right""]	j
Risk	37	510	blue	0.6	right	narrow	[""right""]	j
Risk	38	687	blue	0.3	left	narrow	[""left""]	f
Risk	39	481	blue	0.5	right	narrow	[""right""]	j
Risk	40	521	green	0.7	left	skew	[""left""]	f
Risk	41	715	green	0.8	left	skew	[""left""]	f
Risk	42	664	green	0.7	left	skew	[""left""]	f
Risk	43	1130	green	0.7	right	skew	[""right""]	j
Risk	44	830	green	0.5	right	skew	[""right""]	j
Risk	45	1054	green	0.7	left	skew	[""left""]	f
Risk	46	471	green	0.7	right	skew	[""right""]	j
Risk	47	430	green	0.8999999999999999	right	skew	[""right""]	j
Risk	48	476	green	0.8	left	skew	[""left""]	f
Risk	49	385	green	0.8	right	skew	[""right""]	j
Risk	50	436	green	0.7	right	skew	[""right""]	j
Risk	51	331	green	0.5	right	skew	[""right""]	j
Risk	52	444	green	0.7	right	skew	[""right""]	j
Risk	53	342	green	0.7	right	skew	[""right""]	j
Risk	54	617	green	0.6000000000000001	left	skew	[""left""]	f
Risk	55	502	green	0.4	right	skew	[""right""]	j
Risk	56	527	green	0.6000000000000001	right	skew	[""right""]	j
Risk	57	399	green	0.6000000000000001	right	skew	[""right""]	j
Risk	58	543	green	0.7	left	skew	[""left""]	f
Risk	59	1021	green	0.7	right	skew	[""right""]	j
