Blocktype	tnum	rt	color	winprob	Amb	choice	dist	side	response
Ambiguity	0	3707	green	0.5	[0.25,0.75]	risk	narrow	left	f
Ambiguity	1	4500	green	0.4	[0.25,0.75]	risk	narrow	left	f
Ambiguity	2	2805	green	0.25	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	3	2416	green	0.35	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	4	2358	green	0.47	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	5	1958	green	0.63	[0.25,0.75]	risk	narrow	right	j
Ambiguity	6	2012	green	0.54	[0.25,0.75]	risk	narrow	left	f
Ambiguity	7	3144	green	0.42	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	8	3317	green	0.49	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	9	3370	green	0.59	[0.25,0.75]	risk	narrow	right	j
Ambiguity	10	2180	green	0.54	[0.25,0.75]	risk	narrow	right	j
Ambiguity	11	2938	green	0.46	[0.25,0.75]	risk	narrow	left	f
Ambiguity	12	1544	green	0.34	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	13	2776	green	0.39	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	14	3829	green	0.46	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	15	2483	green	0.5	[0,1]	risk	narrow	left	f
Ambiguity	16	2695	green	0.4	[0,1]	Ambiguous	narrow	right	f
Ambiguity	17	3031	green	0.45	[0,1]	risk	narrow	right	j
Ambiguity	18	1682	green	0.4	[0,1]	Ambiguous	narrow	left	j
Ambiguity	19	1442	green	0.4	[0,1]	Ambiguous	narrow	right	f
Ambiguity	20	1606	green	0.39	[0,1]	Ambiguous	narrow	left	j
Ambiguity	21	2597	green	0.42	[0,1]	Ambiguous	narrow	left	j
Ambiguity	22	4449	green	0.48	[0,1]	risk	narrow	right	j
Ambiguity	23	2383	green	0.45	[0,1]	Ambiguous	narrow	left	j
Ambiguity	24	1299	green	0.48	[0,1]	risk	narrow	right	j
Ambiguity	25	1238	green	0.45	[0,1]	Ambiguous	narrow	right	f
Ambiguity	26	1313	green	0.42	[0,1]	Ambiguous	narrow	left	j
Ambiguity	27	702	green	0.4	[0,1]	Ambiguous	narrow	left	j
Ambiguity	28	1626	green	0.4	[0,1]	Ambiguous	narrow	right	f
Ambiguity	29	1186	green	0.38	[0,1]	Ambiguous	narrow	right	f
Ambiguity	30	3209	red	0.5	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	31	1373	red	0.59	[0.25,0.75]	risk	skew	right	j
Ambiguity	32	978	red	0.54	[0.25,0.75]	risk	skew	right	j
Ambiguity	33	2130	red	0.45	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	34	2176	red	0.47	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	35	3311	red	0.51	[0.25,0.75]	risk	skew	left	f
Ambiguity	36	1425	red	0.47	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	37	1488	red	0.45	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	38	1801	red	0.47	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	39	2160	red	0.48	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	40	967	red	0.54	[0.25,0.75]	risk	skew	left	f
Ambiguity	41	1370	red	0.53	[0.25,0.75]	risk	skew	right	j
Ambiguity	42	2647	red	0.5	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	43	1133	red	0.51	[0.25,0.75]	risk	skew	left	f
Ambiguity	44	2478	red	0.48	[0.25,0.75]	risk	skew	right	j
Ambiguity	45	2629	red	0.5	[0,1]	risk	skew	left	f
Ambiguity	46	1256	red	0.4	[0,1]	Ambiguous	skew	left	j
Ambiguity	47	1488	red	0.46	[0,1]	Ambiguous	skew	right	f
Ambiguity	48	1021	red	0.53	[0,1]	risk	skew	left	f
Ambiguity	49	1636	red	0.48	[0,1]	risk	skew	left	f
Ambiguity	50	1522	red	0.43	[0,1]	Ambiguous	skew	right	f
Ambiguity	51	2475	red	0.43	[0,1]	Ambiguous	skew	right	f
Ambiguity	52	1381	red	0.49	[0,1]	risk	skew	right	j
Ambiguity	53	2750	red	0.47	[0,1]	Ambiguous	skew	right	f
Ambiguity	54	2162	red	0.45	[0,1]	Ambiguous	skew	right	f
Ambiguity	55	1809	red	0.45	[0,1]	risk	skew	left	f
