Lot_color	dist	percent	value	order
R	wide	0	3	3
R	wide	10	2	3
R	wide	20	3	3
R	wide	30	3	3
R	wide	40	3	3
R	wide	50	-3	3
R	wide	60	4	3
R	wide	70	2	3
R	wide	80	-2	3
R	wide	90	1	3
R	wide	100	3	3
G	narrow	0	-2	2
G	narrow	10	2	2
G	narrow	20	2	2
G	narrow	30	2	2
G	narrow	40	3	2
G	narrow	50	-2	2
G	narrow	60	4	2
G	narrow	70	2	2
G	narrow	80	3	2
G	narrow	90	2	2
G	narrow	100	2	2
B	skew	0	2	1
B	skew	10	2	1
B	skew	20	3	1
B	skew	30	2	1
B	skew	40	3	1
B	skew	50	-1	1
B	skew	60	3	1
B	skew	70	2	1
B	skew	80	3	1
B	skew	90	3	1
B	skew	100	3	1
