Lot_color	dist	percent	value	order
R	skew	0	0	3
R	skew	10	1	3
R	skew	20	2	3
R	skew	30	1	3
R	skew	40	4	3
R	skew	50	3	3
R	skew	60	6	3
R	skew	70	6	3
R	skew	80	5	3
R	skew	90	1	3
R	skew	100	0	3
G	narrow	0	1	2
G	narrow	10	2	2
G	narrow	20	2	2
G	narrow	30	4	2
G	narrow	40	7	2
G	narrow	50	8	2
G	narrow	60	8	2
G	narrow	70	7	2
G	narrow	80	5	2
G	narrow	90	2	2
G	narrow	100	0	2
B	wide	0	4	1
B	wide	10	3	1
B	wide	20	4	1
B	wide	30	5	1
B	wide	40	6	1
B	wide	50	6	1
B	wide	60	6	1
B	wide	70	5	1
B	wide	80	2	1
B	wide	90	1	1
B	wide	100	3	1
