Blocktype	tnum	rt	color	winprob	select	dist	side	response
Risk	0	1832	green	0	right	wide	[""left""]	j
Risk	1	2525	green	0.1	right	wide	[""left""]	j
Risk	2	2845	green	0	right	wide	[""left""]	j
Risk	3	1315	green	0.1	right	wide	[""left""]	j
Risk	4	2808	green	0.2	left	wide	[""right""]	f
Risk	5	1680	green	1	right	wide	[""right""]	j
Risk	6	1514	green	0.9	left	wide	[""left""]	f
Risk	7	1791	green	0.8	left	wide	[""left""]	f
Risk	8	895	green	0.2	right	wide	[""left""]	j
Risk	9	778	green	0	right	wide	[""left""]	j
Risk	10	1421	green	0.3	left	wide	[""right""]	f
Risk	11	2097	green	0.7	left	wide	[""left""]	f
Risk	12	2072	green	0	right	wide	[""left""]	j
Risk	13	911	green	0.1	right	wide	[""left""]	j
Risk	14	760	green	0	right	wide	[""left""]	j
Risk	15	1387	green	0.9	right	wide	[""right""]	j
Risk	16	778	green	1	left	wide	[""left""]	f
Risk	17	631	green	1	left	wide	[""left""]	f
Risk	18	995	green	0.8	left	wide	[""left""]	f
Risk	19	872	green	0.9	left	wide	[""left""]	f
Risk	20	2685	blue	0.6	right	narrow	[""left""]	j
Risk	21	2171	blue	0.6	left	narrow	[""right""]	f
Risk	22	1170	blue	0.7	left	narrow	[""left""]	f
Risk	23	1071	blue	0.4	right	narrow	[""left""]	j
Risk	24	988	blue	0.5	right	narrow	[""left""]	j
Risk	25	1664	blue	0.5	left	narrow	[""right""]	f
Risk	26	923	blue	0.5	right	narrow	[""left""]	j
Risk	27	1573	blue	0.3	left	narrow	[""right""]	f
Risk	28	NA	blue	0.2	none	narrow	[""left""]	
Risk	29	1125	blue	0.5	right	narrow	[""left""]	j
Risk	30	1254	blue	0.5	right	narrow	[""left""]	j
Risk	31	877	blue	0.5	right	narrow	[""left""]	j
Risk	32	937	blue	0.5	left	narrow	[""right""]	f
Risk	33	1332	blue	0.5	left	narrow	[""right""]	f
Risk	34	789	blue	0.5	left	narrow	[""right""]	f
Risk	35	939	blue	0.4	right	narrow	[""left""]	j
Risk	36	765	blue	0.4	right	narrow	[""left""]	j
Risk	37	1386	blue	0.6	left	narrow	[""right""]	f
Risk	38	1026	blue	0.3	right	narrow	[""left""]	j
Risk	39	743	blue	0.5	right	narrow	[""left""]	j
Risk	40	827	red	0.8999999999999999	left	skew	[""left""]	f
Risk	41	785	red	0.7	left	skew	[""left""]	f
Risk	42	890	red	0.7	left	skew	[""left""]	f
Risk	43	596	red	0.7	left	skew	[""left""]	f
Risk	44	784	red	0.7	right	skew	[""right""]	j
Risk	45	899	red	0.8	right	skew	[""right""]	j
Risk	46	1239	red	0.6000000000000001	right	skew	[""left""]	j
Risk	47	899	red	0.7	left	skew	[""left""]	f
Risk	48	3486	red	0.6000000000000001	right	skew	[""right""]	j
Risk	49	1765	red	0.5	right	skew	[""right""]	j
Risk	50	1381	red	0.7	left	skew	[""left""]	f
Risk	51	697	red	0.7	right	skew	[""right""]	j
Risk	52	700	red	0.8	left	skew	[""left""]	f
Risk	53	867	red	0.6000000000000001	right	skew	[""left""]	j
Risk	54	1462	red	0.5	left	skew	[""right""]	f
Risk	55	782	red	0.8	left	skew	[""left""]	f
Risk	56	711	red	0.7	right	skew	[""right""]	j
Risk	57	650	red	0.7	right	skew	[""right""]	j
Risk	58	1181	red	0.4	left	skew	[""right""]	f
Risk	59	1199	red	0.7	right	skew	[""right""]	j
