Blocktype	tnum	rt	color	winprob	Amb	RL_feedback	choice	dist	side	response
Learning	1	2852	red	0.5	[0,1]	lose	risk	norm	right	j
Learning	2	1986	red	0.41	[0,1]	lose	Amb	norm	left	j
Learning	3	1451	red	0.48	[0,1]	lose	Amb	norm	right	f
Learning	4	884	red	0.57	[0,1]	lose	Amb	norm	left	j
Learning	5	1919	red	0.65	[0,1]	lose	risk	norm	left	f
Learning	6	1590	red	0.59	[0,1]	lose	risk	norm	left	f
Learning	7	985	red	0.49	[0,1]	lose	Amb	norm	left	j
Learning	8	1055	red	0.51	[0,1]	lose	risk	norm	left	f
Learning	9	1551	red	0.49	[0,1]	lose	Amb	norm	right	f
Learning	10	1026	red	0.5	[0,1]	lose	risk	norm	left	f
Learning	11	851	red	0.49	[0,1]	lose	Amb	norm	left	j
Learning	12	1140	red	0.48	[0,1]	lose	Amb	norm	right	f
Learning	13	1005	red	0.5	[0,1]	lose	risk	norm	right	j
Learning	14	918	red	0.5	[0,1]	lose	risk	norm	right	j
Learning	15	866	red	0.51	[0,1]	lose	risk	norm	right	j
Learning	1	1785	green	0.5	[0,1]	lose	risk	norm	left	f
Learning	2	2437	green	0.38	[0,1]	lose	risk	norm	left	f
Learning	3	1494	green	0.23	[0,1]	lose	Amb	norm	right	f
Learning	4	761	green	0.3	[0,1]	lose	risk	norm	left	f
Learning	5	597	green	0.27	[0,1]	lose	risk	norm	left	f
Learning	6	921	green	0.21	[0,1]	lose	risk	norm	right	j
Learning	7	876	green	0.13	[0,1]	lose	risk	norm	left	f
Learning	8	2365	green	0	[0,1]	lose	Amb	norm	left	j
Learning	9	1870	green	0.08	[0,1]	lose	risk	norm	right	j
Learning	10	890	green	0.05	[0,1]	lose	risk	norm	left	f
Learning	11	1551	green	0	[0,1]	lose	Amb	norm	left	j
Learning	12	878	green	0.04	[0,1]	lose	risk	norm	right	j
Learning	13	1718	green	0.02	[0,1]	lose	Amb	norm	left	j
Learning	14	2390	green	0.03	[0,1]	lose	Amb	norm	left	j
Learning	15	2235	green	0.01	[0,1]	lose	Amb	norm	right	f
Learning	1	1918	blue	0.5	[0,1]	win	Amb	norm	left	j
Learning	2	1540	blue	0.57	[0,1]	win	Amb	norm	left	j
