Blocktype	tnum	rt	color	winprob	Amb	RL_feedback	choice	dist	side	response
Learning	1	1168	blue	0.5	[0,1]	win	Amb	norm	left	j
Learning	2	2627	blue	0.61	[0,1]	win	Amb	norm	right	f
Learning	3	737	blue	0.73	[0,1]	win	Amb	norm	left	j
Learning	4	595	blue	0.96	[0,1]	win	Amb	norm	left	j
Learning	5	717	blue	1	[0,1]	win	risk	norm	left	f
Learning	6	1153	blue	0.84	[0,1]	win	risk	norm	left	f
Learning	7	739	blue	0.58	[0,1]	win	Amb	norm	left	j
Learning	8	1420	blue	0.73	[0,1]	win	risk	norm	right	j
Learning	9	817	blue	0.65	[0,1]	win	Amb	norm	right	f
Learning	10	1233	blue	0.7	[0,1]	win	risk	norm	left	f
Learning	11	1248	blue	0.68	[0,1]	win	Amb	norm	right	f
Learning	12	1693	blue	0.69	[0,1]	win	Amb	norm	right	f
Learning	13	961	blue	0.69	[0,1]	win	Amb	norm	left	j
Learning	14	858	blue	0.68	[0,1]	win	Amb	norm	left	j
Learning	15	1425	blue	0.69	[0,1]	win	Amb	norm	right	f
Learning	1	1120	green	0.5	[0,1]	lose	risk	norm	right	j
Learning	2	860	green	0.4	[0,1]	lose	risk	norm	right	j
Learning	3	842	green	0.23	[0,1]	lose	Amb	norm	right	f
Learning	4	626	green	0.28	[0,1]	lose	Amb	norm	right	f
Learning	5	1118	green	0.4	[0,1]	lose	risk	norm	right	j
Learning	6	923	green	0.33	[0,1]	lose	Amb	norm	left	j
Learning	7	651	green	0.34	[0,1]	lose	Amb	norm	left	j
Learning	8	1409	green	0.38	[0,1]	lose	Amb	norm	right	f
Learning	9	546	green	0.41	[0,1]	lose	risk	norm	right	j
Learning	10	886	green	0.38	[0,1]	lose	Amb	norm	right	f
Learning	11	519	green	0.39	[0,1]	lose	risk	norm	right	j
Learning	12	941	green	0.38	[0,1]	lose	risk	norm	left	f
Learning	13	597	green	0.36	[0,1]	lose	Amb	norm	left	j
Learning	14	928	green	0.36	[0,1]	lose	Amb	norm	right	f
Learning	15	791	green	0.39	[0,1]	lose	risk	norm	right	j
Learning	1	1912	red	0.5	[0,1]	win	Amb	norm	left	j
Learning	2	2028	red	0.58	[0,1]	win	Amb	norm	left	j
Learning	3	715	red	0.71	[0,1]	win	risk	norm	right	j
Learning	4	907	red	0.61	[0,1]	win	risk	norm	left	f
Learning	5	1596	red	0.5	[0,1]	win	Amb	norm	left	j
Learning	6	1268	red	0.58	[0,1]	win	Amb	norm	left	j
Learning	7	579	red	0.63	[0,1]	win	risk	norm	left	f
Learning	8	1167	red	0.57	[0,1]	win	Amb	norm	right	f
Learning	9	1226	red	0.58	[0,1]	win	risk	norm	right	j
Learning	10	1096	red	0.57	[0,1]	win	Amb	norm	left	j
Learning	11	981	red	0.57	[0,1]	win	Amb	norm	right	f
Learning	12	997	red	0.59	[0,1]	win	risk	norm	right	j
Learning	13	525	red	0.6	[0,1]	win	risk	norm	right	j
Learning	14	1204	red	0.59	[0,1]	win	Amb	norm	left	j
Learning	15	1132	red	0.61	[0,1]	win	risk	norm	right	j
Learning	1	2001	blue	0.5	[0,1]	lose	risk	norm	right	j
Learning	2	1101	blue	0.38	[0,1]	lose	Amb	norm	right	f
Learning	3	588	blue	0.4	[0,1]	lose	risk	norm	right	j
Learning	4	836	blue	0.36	[0,1]	lose	Amb	norm	right	f
Learning	5	759	blue	0.39	[0,1]	lose	risk	norm	right	j
Learning	6	750	blue	0.39	[0,1]	lose	risk	norm	right	j
Learning	7	1110	blue	0.39	[0,1]	lose	Amb	norm	right	f
Learning	8	844	blue	0.36	[0,1]	lose	Amb	norm	right	f
Learning	9	551	blue	0.34	[0,1]	lose	Amb	norm	right	f
Learning	10	1399	blue	0.36	[0,1]	lose	Amb	norm	left	j
Learning	11	1451	blue	0.38	[0,1]	lose	risk	norm	right	j
Learning	12	992	blue	0.38	[0,1]	lose	Amb	norm	left	j
Learning	13	1365	blue	0.39	[0,1]	lose	Amb	norm	left	j
Learning	14	850	blue	0.38	[0,1]	lose	Amb	norm	right	f
Learning	15	1433	blue	0.39	[0,1]	lose	Amb	norm	right	f
Learning	1	1639	red	0.5	[0,1]	lose	risk	norm	left	f
Learning	2	663	red	0.39	[0,1]	lose	Amb	norm	left	j
Learning	3	862	red	0.45	[0,1]	lose	risk	norm	right	j
Learning	4	797	red	0.4	[0,1]	lose	risk	norm	left	f
Learning	5	832	red	0.34	[0,1]	lose	Amb	norm	right	f
Learning	6	614	red	0.34	[0,1]	lose	Amb	norm	right	f
Learning	7	1053	red	0.37	[0,1]	lose	Amb	norm	left	j
Learning	8	539	red	0.4	[0,1]	lose	risk	norm	left	f
Learning	9	1256	red	0.37	[0,1]	lose	risk	norm	left	f
Learning	10	786	red	0.34	[0,1]	lose	Amb	norm	left	j
Learning	11	768	red	0.34	[0,1]	lose	Amb	norm	left	j
Learning	12	747	red	0.34	[0,1]	lose	Amb	norm	right	f
Learning	13	857	red	0.36	[0,1]	lose	Amb	norm	left	j
Learning	14	583	red	0.38	[0,1]	lose	Amb	norm	left	j
Learning	15	884	red	0.45	[0,1]	lose	risk	norm	right	j
Learning	1	612	green	0.5	[0,1]	win	Amb	norm	left	j
Learning	2	591	green	0.57	[0,1]	win	Amb	norm	left	j
Learning	3	796	green	0.71	[0,1]	win	risk	norm	left	f
Learning	4	675	green	0.65	[0,1]	win	Amb	norm	left	j
Learning	5	557	green	0.66	[0,1]	win	Amb	norm	left	j
Learning	6	626	green	0.69	[0,1]	win	Amb	norm	left	j
Learning	7	532	green	0.79	[0,1]	win	risk	norm	left	f
Learning	8	847	green	0.76	[0,1]	win	risk	norm	right	j
Learning	9	1191	green	0.68	[0,1]	win	Amb	norm	left	j
Learning	10	633	green	0.68	[0,1]	win	Amb	norm	left	j
Learning	11	774	green	0.74	[0,1]	win	risk	norm	right	j
Learning	12	583	green	0.7	[0,1]	win	risk	norm	right	j
Learning	13	1047	green	0.65	[0,1]	win	Amb	norm	left	j
Learning	14	774	green	0.68	[0,1]	win	Amb	norm	right	f
Learning	15	527	green	0.68	[0,1]	win	Amb	norm	right	f
