Blocktype	tnum	rt	color	winprob	Amb	RL_feedback	choice	dist	side	response
Learning	1	1459	red	0.5	[0,1]	lose	risk	norm	right	j
Learning	2	1234	red	0.4	[0,1]	lose	risk	norm	left	f
Learning	3	1102	red	0.23	[0,1]	lose	risk	norm	right	j
Learning	4	738	red	0	[0,1]	lose	Amb	norm	left	j
Learning	5	1444	red	0.13	[0,1]	lose	Amb	norm	right	f
Learning	6	736	red	0.32	[0,1]	lose	Amb	norm	right	f
Learning	7	958	red	0.55	[0,1]	lose	risk	norm	left	f
Learning	8	895	red	0.42	[0,1]	lose	risk	norm	left	f
Learning	9	1513	red	0.24	[0,1]	lose	Amb	norm	left	j
Learning	10	816	red	0.33	[0,1]	lose	risk	norm	right	j
Learning	11	1151	red	0.29	[0,1]	lose	risk	norm	right	j
Learning	12	1068	red	0.2	[0,1]	lose	risk	norm	right	j
Learning	13	1355	red	0.08	[0,1]	lose	Amb	norm	left	j
Learning	14	848	red	0.11	[0,1]	lose	Amb	norm	right	f
Learning	15	585	red	0.2	[0,1]	lose	Amb	norm	left	j
Learning	1	1420	red	0.5	[0,1]	win	risk	norm	right	j
Learning	2	1723	red	0.38	[0,1]	win	Amb	norm	left	j
Learning	3	1170	red	0.45	[0,1]	win	risk	norm	right	j
Learning	4	606	red	0.41	[0,1]	win	risk	norm	right	j
Learning	5	780	red	0.37	[0,1]	win	Amb	norm	left	j
Learning	6	788	red	0.41	[0,1]	win	risk	norm	left	f
Learning	7	985	red	0.41	[0,1]	win	risk	norm	right	j
Learning	8	671	red	0.4	[0,1]	win	risk	norm	left	f
Learning	9	802	red	0.37	[0,1]	win	Amb	norm	left	j
Learning	10	1220	red	0.38	[0,1]	win	Amb	norm	right	f
Learning	11	637	red	0.38	[0,1]	win	Amb	norm	right	f
Learning	12	866	red	0.38	[0,1]	win	Amb	norm	left	j
Learning	13	1025	red	0.43	[0,1]	win	risk	norm	right	j
Learning	14	678	red	0.4	[0,1]	win	risk	norm	left	f
Learning	15	889	red	0.38	[0,1]	win	Amb	norm	left	j
Learning	1	871	green	0.5	[0,1]	lose	risk	norm	left	f
