Blocktype	tnum	rt	color	winprob	Amb	RL_feedback	choice	dist	side	response
Learning	1	3700	blue	0.5	[0,1]	win	risk	norm	right	j
Learning	2	1030	blue	0.4	[0,1]	win	risk	norm	left	f
Learning	3	1488	blue	0.26	[0,1]	win	risk	norm	left	f
Learning	4	1236	blue	0.03	[0,1]	win	risk	norm	right	j
Learning	5	1037	blue	0	[0,1]	win	Amb	norm	right	f
Learning	6	1863	blue	0.19	[0,1]	win	risk	norm	right	j
Learning	7	734	blue	0.09	[0,1]	win	risk	norm	right	j
Learning	8	666	blue	0	[0,1]	win	Amb	norm	left	j
Learning	9	644	blue	0.07	[0,1]	win	risk	norm	left	f
Learning	10	832	blue	0.02	[0,1]	win	risk	norm	right	j
Learning	11	850	blue	0	[0,1]	win	Amb	norm	right	f
Learning	12	951	blue	0.01	[0,1]	win	risk	norm	right	j
Learning	13	1035	blue	0	[0,1]	win	Amb	norm	left	j
Learning	14	938	blue	0	[0,1]	win	Amb	norm	right	f
Learning	15	858	blue	0	[0,1]	win	Amb	norm	left	j
Learning	1	1234	green	0.5	[0,1]	lose	risk	norm	right	j
Learning	2	1539	green	0.38	[0,1]	lose	risk	norm	right	j
Learning	3	736	green	0.22	[0,1]	lose	risk	norm	right	j
Learning	4	1572	green	0	[0,1]	lose	Amb	norm	right	f
Learning	5	1303	green	0.12	[0,1]	lose	risk	norm	left	f
Learning	6	1054	green	0.06	[0,1]	lose	risk	norm	left	f
Learning	7	786	green	0	[0,1]	lose	Amb	norm	right	f
Learning	8	655	green	0.04	[0,1]	lose	risk	norm	right	j
Learning	9	581	green	0.01	[0,1]	lose	risk	norm	right	j
Learning	10	840	green	0	[0,1]	lose	Amb	norm	right	f
Learning	11	1036	green	0.02	[0,1]	lose	risk	norm	right	j
Learning	12	987	green	0.02	[0,1]	lose	risk	norm	right	j
Learning	13	663	green	0.02	[0,1]	lose	risk	norm	right	j
Learning	14	680	green	0.01	[0,1]	lose	risk	norm	right	j
Learning	15	1509	green	0	[0,1]	lose	Amb	norm	left	j
Learning	1	685	red	0.5	[0,1]	lose	risk	norm	left	f
Learning	2	1059	red	0.4	[0,1]	lose	risk	norm	right	j
Learning	3	788	red	0.25	[0,1]	lose	risk	norm	right	j
Learning	4	825	red	0.01	[0,1]	lose	risk	norm	left	f
Learning	5	659	red	0	[0,1]	lose	Amb	norm	left	j
Learning	6	2403	red	0.17	[0,1]	lose	risk	norm	right	j
Learning	7	1740	red	0.07	[0,1]	lose	risk	norm	right	j
Learning	8	1580	red	0	[0,1]	lose	Amb	norm	right	f
Learning	9	2398	red	0.04	[0,1]	lose	risk	norm	right	j
Learning	10	658	red	0	[0,1]	lose	Amb	norm	right	f
Learning	11	1096	red	0.02	[0,1]	lose	risk	norm	right	j
Learning	12	624	red	0	[0,1]	lose	Amb	norm	left	j
Learning	13	563	red	0	[0,1]	lose	Amb	norm	left	j
Learning	14	597	red	0.03	[0,1]	lose	risk	norm	left	f
Learning	15	743	red	0.02	[0,1]	lose	risk	norm	left	f
Learning	1	767	red	0.5	[0,1]	win	risk	norm	right	j
Learning	2	750	red	0.39	[0,1]	win	risk	norm	right	j
Learning	3	687	red	0.25	[0,1]	win	risk	norm	right	j
Learning	4	649	red	0.02	[0,1]	win	risk	norm	left	f
Learning	5	817	red	0	[0,1]	win	Amb	norm	right	f
Learning	6	581	red	0.17	[0,1]	win	risk	norm	left	f
Learning	7	718	red	0.07	[0,1]	win	risk	norm	left	f
Learning	8	929	red	0	[0,1]	win	Amb	norm	left	j
Learning	9	796	red	0.04	[0,1]	win	risk	norm	left	f
Learning	10	950	red	0.01	[0,1]	win	risk	norm	right	j
Learning	11	1124	red	0	[0,1]	win	Amb	norm	left	j
Learning	12	702	red	0.01	[0,1]	win	risk	norm	left	f
Learning	13	790	red	0	[0,1]	win	Amb	norm	right	f
Learning	14	799	red	0.03	[0,1]	win	risk	norm	left	f
Learning	15	510	red	0.03	[0,1]	win	risk	norm	left	f
Learning	1	1090	green	0.5	[0,1]	win	risk	norm	right	j
Learning	2	736	green	0.38	[0,1]	win	risk	norm	right	j
