Blocktype	tnum	rt	color	winprob	select	dist	side	response
Risk	0	4039	green	0.5	right	narrow	[""left""]	j
Risk	1	2611	green	0.5	right	narrow	[""left""]	j
Risk	2	1134	green	0.5	left	narrow	[""right""]	f
Risk	3	1421	green	0.2	left	narrow	[""right""]	f
Risk	4	1916	green	0.4	right	narrow	[""left""]	j
Risk	5	1543	green	0.7	right	narrow	[""left""]	j
Risk	6	2413	green	0.5	left	narrow	[""right""]	f
Risk	7	1457	green	0.5	left	narrow	[""right""]	f
Risk	8	1257	green	0.3	right	narrow	[""left""]	j
Risk	9	2985	green	0.6	right	narrow	[""left""]	j
Risk	10	914	green	0.6	right	narrow	[""left""]	j
Risk	11	704	green	0.4	right	narrow	[""left""]	j
Risk	12	820	green	0.5	right	narrow	[""left""]	j
Risk	13	1237	green	0.5	right	narrow	[""left""]	j
Risk	14	917	green	0.4	right	narrow	[""left""]	j
Risk	15	1014	green	0.5	left	narrow	[""right""]	f
Risk	16	1107	green	0.3	left	narrow	[""right""]	f
Risk	17	1695	green	0.6	left	narrow	[""right""]	f
Risk	18	2580	green	0.5	left	narrow	[""right""]	f
Risk	19	815	green	0.5	left	narrow	[""right""]	f
Risk	20	1563	red	0	left	wide	[""right""]	f
Risk	21	1155	red	0.1	right	wide	[""left""]	j
Risk	22	NA	red	0.9	none	wide	[""left""]	
Risk	23	2614	red	0	left	wide	[""right""]	f
Risk	24	1574	red	0.2	left	wide	[""right""]	f
Risk	25	883	red	0.7	left	wide	[""right""]	f
Risk	26	1813	red	1	left	wide	[""left""]	f
Risk	27	1769	red	0.9	left	wide	[""right""]	f
Risk	28	1139	red	0.3	right	wide	[""left""]	j
Risk	29	723	red	1	left	wide	[""left""]	f
Risk	30	1229	red	0.9	left	wide	[""right""]	f
Risk	31	682	red	1	left	wide	[""left""]	f
Risk	32	1211	red	0.8	right	wide	[""left""]	j
Risk	33	1884	red	0.1	right	wide	[""left""]	j
Risk	34	1042	red	0	right	wide	[""left""]	j
Risk	35	1429	red	0.2	right	wide	[""left""]	j
Risk	36	836	red	0.1	right	wide	[""left""]	j
Risk	37	814	red	0	left	wide	[""right""]	f
Risk	38	1127	red	0	left	wide	[""right""]	f
Risk	39	830	red	0.8	right	wide	[""left""]	j
Risk	40	754	blue	0.6000000000000001	left	skew	[""right""]	f
Risk	41	1828	blue	0.4	left	skew	[""right""]	f
Risk	42	1082	blue	0.8	right	skew	[""left""]	j
Risk	43	674	blue	0.7	left	skew	[""right""]	f
Risk	44	828	blue	0.7	left	skew	[""right""]	f
Risk	45	862	blue	0.6000000000000001	left	skew	[""right""]	f
Risk	46	915	blue	0.7	right	skew	[""left""]	j
Risk	47	733	blue	0.7	right	skew	[""left""]	j
Risk	48	1276	blue	0.7	right	skew	[""left""]	j
Risk	49	815	blue	0.7	right	skew	[""left""]	j
Risk	50	672	blue	0.7	left	skew	[""right""]	f
Risk	51	705	blue	0.5	left	skew	[""right""]	f
Risk	52	919	blue	0.7	left	skew	[""right""]	f
Risk	53	916	blue	0.8999999999999999	left	skew	[""right""]	f
Risk	54	653	blue	0.8	right	skew	[""left""]	j
Risk	55	514	blue	0.7	right	skew	[""left""]	j
Risk	56	421	blue	0.7	right	skew	[""left""]	j
Risk	57	513	blue	0.8	right	skew	[""left""]	j
Risk	58	437	blue	0.5	right	skew	[""left""]	j
Risk	59	582	blue	0.6000000000000001	left	skew	[""right""]	f
