Lot_color	dist	percent	value	order
R	wide	0	3	2
R	wide	10	3	2
R	wide	20	3	2
R	wide	30	-3	2
R	wide	40	3	2
R	wide	50	3	2
R	wide	60	3	2
R	wide	70	3	2
R	wide	80	3	2
R	wide	90	3	2
R	wide	100	3	2
G	narrow	0	3	1
G	narrow	10	3	1
G	narrow	20	3	1
G	narrow	30	3	1
G	narrow	40	3	1
G	narrow	50	3	1
G	narrow	60	3	1
G	narrow	70	3	1
G	narrow	80	3	1
G	narrow	90	3	1
G	narrow	100	3	1
B	skew	0	3	3
B	skew	10	3	3
B	skew	20	3	3
B	skew	30	0	3
B	skew	40	3	3
B	skew	50	3	3
B	skew	60	3	3
B	skew	70	3	3
B	skew	80	3	3
B	skew	90	3	3
B	skew	100	3	3
