Blocktype	tnum	rt	color	winprob	select	dist	side	response
Risk	0	3159	blue	0.5	left	narrow	[""right""]	f
Risk	1	3938	blue	0.5	right	narrow	[""left""]	j
Risk	2	1796	blue	0.2	right	narrow	[""left""]	j
Risk	3	2367	blue	0.5	left	narrow	[""right""]	f
Risk	4	2541	blue	0.4	right	narrow	[""left""]	j
Risk	5	1824	blue	0.5	right	narrow	[""left""]	j
Risk	6	3409	blue	0.5	right	narrow	[""left""]	j
Risk	7	1582	blue	0.5	right	narrow	[""left""]	j
Risk	8	3378	blue	0.6	right	narrow	[""right""]	j
Risk	9	2048	blue	0.5	left	narrow	[""right""]	f
Risk	10	1398	blue	0.3	left	narrow	[""right""]	f
Risk	11	1099	blue	0.4	left	narrow	[""right""]	f
Risk	12	1215	blue	0.6	right	narrow	[""left""]	j
Risk	13	2807	blue	0.3	right	narrow	[""left""]	j
Risk	14	1877	blue	0.5	left	narrow	[""right""]	f
Risk	15	2450	blue	0.6	left	narrow	[""left""]	f
Risk	16	1326	blue	0.4	right	narrow	[""left""]	j
Risk	17	2208	blue	0.5	left	narrow	[""right""]	f
Risk	18	1232	blue	0.7	left	narrow	[""left""]	f
Risk	19	1343	blue	0.5	left	narrow	[""right""]	f
Risk	20	3066	red	0.6000000000000001	right	skew	[""right""]	j
Risk	21	1777	red	0.7	right	skew	[""right""]	j
Risk	22	959	red	0.7	right	skew	[""right""]	j
Risk	23	1721	red	0.5	right	skew	[""left""]	j
Risk	24	1348	red	0.6000000000000001	left	skew	[""left""]	f
Risk	25	1380	red	0.8999999999999999	right	skew	[""right""]	j
Risk	26	918	red	0.7	left	skew	[""left""]	f
Risk	27	575	red	0.7	left	skew	[""left""]	f
Risk	28	768	red	0.6000000000000001	right	skew	[""right""]	j
Risk	29	1292	red	0.4	right	skew	[""left""]	j
Risk	30	1101	red	0.7	right	skew	[""right""]	j
Risk	31	764	red	0.7	right	skew	[""right""]	j
Risk	32	959	red	0.7	right	skew	[""right""]	j
Risk	33	931	red	0.8	right	skew	[""right""]	j
Risk	34	928	red	0.7	right	skew	[""right""]	j
Risk	35	811	red	0.7	right	skew	[""right""]	j
Risk	36	1042	red	0.8	left	skew	[""left""]	f
Risk	37	904	red	0.7	right	skew	[""right""]	j
Risk	38	737	red	0.8	left	skew	[""left""]	f
Risk	39	1174	red	0.5	left	skew	[""right""]	f
Risk	40	2630	green	1	right	wide	[""right""]	j
Risk	41	2125	green	0.1	left	wide	[""right""]	f
Risk	42	1473	green	0	left	wide	[""right""]	f
Risk	43	3898	green	1	right	wide	[""right""]	j
Risk	44	1030	green	0	left	wide	[""right""]	f
Risk	45	1430	green	0.1	right	wide	[""left""]	j
Risk	46	2242	green	0.3	left	wide	[""right""]	f
Risk	47	1676	green	0	right	wide	[""left""]	j
Risk	48	2591	green	0.9	right	wide	[""right""]	j
Risk	49	1061	green	0.1	left	wide	[""right""]	f
Risk	50	1139	green	0.7	right	wide	[""right""]	j
Risk	51	2375	green	0.2	left	wide	[""right""]	f
Risk	52	765	green	0	left	wide	[""right""]	f
Risk	53	1684	green	0	right	wide	[""left""]	j
Risk	54	1518	green	0.9	right	wide	[""right""]	j
Risk	55	731	green	0.8	right	wide	[""right""]	j
Risk	56	1063	green	0.9	left	wide	[""left""]	f
Risk	57	1262	green	0.2	left	wide	[""right""]	f
Risk	58	1185	green	1	left	wide	[""left""]	f
Risk	59	1066	green	0.8	right	wide	[""right""]	j
