Blocktype	tnum	rt	color	winprob	Amb	choice	dist	side	response
Ambiguity	0	2333	red	0.5	[0.25,0.75]	risk	skew	right	j
Ambiguity	1	2302	red	0.4	[0.25,0.75]	risk	skew	left	f
Ambiguity	2	1973	red	0.23	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	3	2290	red	0.32	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	4	1258	red	0.41	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	5	1782	red	0.57	[0.25,0.75]	risk	skew	right	j
Ambiguity	6	1928	red	0.48	[0.25,0.75]	risk	skew	left	f
Ambiguity	7	1378	red	0.33	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	8	1574	red	0.4	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	9	1054	red	0.48	[0.25,0.75]	risk	skew	right	j
Ambiguity	10	2647	red	0.41	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	11	1335	red	0.43	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	12	1216	red	0.45	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	13	1788	red	0.47	[0.25,0.75]	risk	skew	right	j
Ambiguity	14	1440	red	0.43	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	15	2770	red	0.5	[0,1]	Ambiguous	skew	left	j
Ambiguity	16	1511	red	0.57	[0,1]	risk	skew	left	f
Ambiguity	17	1734	red	0.52	[0,1]	risk	skew	right	j
Ambiguity	18	1439	red	0.46	[0,1]	risk	skew	right	j
Ambiguity	19	1167	red	0.34	[0,1]	Ambiguous	skew	left	j
Ambiguity	20	1616	red	0.41	[0,1]	Ambiguous	skew	right	f
Ambiguity	21	1559	red	0.48	[0,1]	risk	skew	left	f
Ambiguity	22	1733	red	0.43	[0,1]	Ambiguous	skew	left	j
Ambiguity	23	2212	red	0.43	[0,1]	Ambiguous	skew	right	f
Ambiguity	24	1179	red	0.45	[0,1]	risk	skew	right	j
Ambiguity	25	1285	red	0.42	[0,1]	Ambiguous	skew	left	j
