Lot_color	dist	percent	value	order
R	wide	0	5	2
R	wide	10	2	2
R	wide	20	0	2
R	wide	30	0	2
R	wide	40	0	2
R	wide	50	3	2
R	wide	60	4	2
R	wide	70	4	2
R	wide	80	3	2
R	wide	90	2	2
R	wide	100	3	2
G	narrow	0	0	1
G	narrow	10	2	1
G	narrow	20	0	1
G	narrow	30	0	1
G	narrow	40	2	1
G	narrow	50	8	1
G	narrow	60	5	1
G	narrow	70	4	1
G	narrow	80	0	1
G	narrow	90	0	1
G	narrow	100	0	1
B	skew	0	0	3
B	skew	10	0	3
B	skew	20	0	3
B	skew	30	0	3
B	skew	40	2	3
B	skew	50	5	3
B	skew	60	7	3
B	skew	70	3	3
B	skew	80	2	3
B	skew	90	0	3
B	skew	100	0	3
