Blocktype	tnum	rt	color	winprob	Amb	RL_feedback	choice	dist	side	response
Learning	1	2213	red	0.5	[0,1]	win	Amb	norm	right	f
Learning	2	1389	red	0.62	[0,1]	win	Amb	norm	right	f
Learning	3	1645	red	0.74	[0,1]	win	risk	norm	left	f
Learning	4	1727	red	0.68	[0,1]	win	risk	norm	right	j
Learning	5	760	red	0.57	[0,1]	win	Amb	norm	left	j
Learning	6	2113	red	0.63	[0,1]	win	risk	norm	right	j
Learning	7	1043	red	0.58	[0,1]	win	Amb	norm	left	j
Learning	8	1431	red	0.61	[0,1]	win	risk	norm	right	j
Learning	9	1350	red	0.6	[0,1]	win	Amb	norm	left	j
Learning	10	1251	red	0.58	[0,1]	win	Amb	norm	right	f
Learning	11	896	red	0.6	[0,1]	win	Amb	norm	left	j
Learning	12	855	red	0.63	[0,1]	win	risk	norm	right	j
Learning	13	1150	red	0.63	[0,1]	win	risk	norm	left	f
Learning	14	899	red	0.6	[0,1]	win	Amb	norm	right	f
Learning	15	1623	red	0.61	[0,1]	win	Amb	norm	left	j
Learning	1	1908	red	0.5	[0,1]	lose	risk	norm	right	j
Learning	2	1410	red	0.39	[0,1]	lose	Amb	norm	left	j
Learning	3	1025	red	0.45	[0,1]	lose	Amb	norm	left	j
Learning	4	1318	red	0.52	[0,1]	lose	risk	norm	right	j
Learning	5	1293	red	0.46	[0,1]	lose	Amb	norm	left	j
Learning	6	1229	red	0.45	[0,1]	lose	Amb	norm	right	f
Learning	7	683	red	0.45	[0,1]	lose	Amb	norm	right	f
Learning	8	1076	red	0.51	[0,1]	lose	risk	norm	right	j
Learning	9	1083	red	0.48	[0,1]	lose	Amb	norm	left	j
Learning	10	1076	red	0.51	[0,1]	lose	risk	norm	left	f
Learning	11	784	red	0.49	[0,1]	lose	Amb	norm	left	j
Learning	12	1500	red	0.5	[0,1]	lose	Amb	norm	left	j
Learning	13	1770	red	0.48	[0,1]	lose	Amb	norm	right	f
Learning	14	1036	red	0.51	[0,1]	lose	risk	norm	left	f
Learning	15	899	red	0.52	[0,1]	lose	risk	norm	left	f
Learning	1	1405	blue	0.5	[0,1]	lose	risk	norm	left	f
Learning	2	1347	blue	0.4	[0,1]	lose	Amb	norm	right	f
Learning	3	1024	blue	0.47	[0,1]	lose	Amb	norm	left	j
Learning	4	1034	blue	0.55	[0,1]	lose	risk	norm	right	j
Learning	5	658	blue	0.52	[0,1]	lose	risk	norm	left	f
Learning	6	1096	blue	0.46	[0,1]	lose	Amb	norm	right	f
Learning	7	1032	blue	0.49	[0,1]	lose	Amb	norm	left	j
Learning	8	800	blue	0.54	[0,1]	lose	risk	norm	right	j
Learning	9	738	blue	0.53	[0,1]	lose	risk	norm	right	j
Learning	10	706	blue	0.5	[0,1]	lose	Amb	norm	right	f
Learning	11	783	blue	0.52	[0,1]	lose	risk	norm	right	j
Learning	12	1064	blue	0.5	[0,1]	lose	Amb	norm	right	f
Learning	13	1103	blue	0.49	[0,1]	lose	Amb	norm	left	j
Learning	14	1182	blue	0.51	[0,1]	lose	risk	norm	right	j
