Blocktype	tnum	rt	color	winprob	select	dist	side	response
Risk	0	4209	red	0.3	right	narrow	[""left""]	j
Risk	1	4282	red	0.5	right	narrow	[""right""]	j
Risk	2	3335	red	0.7	left	narrow	[""left""]	f
Risk	3	3930	red	0.5	left	narrow	[""left""]	f
Risk	4	2159	red	0.3	right	narrow	[""left""]	j
Risk	5	2388	red	0.6	right	narrow	[""right""]	j
Risk	6	2399	red	0.5	right	narrow	[""right""]	j
Risk	7	2103	red	0.2	right	narrow	[""left""]	j
Risk	8	1683	red	0.6	right	narrow	[""right""]	j
Risk	9	2220	red	0.5	right	narrow	[""right""]	j
Risk	10	2032	red	0.5	right	narrow	[""right""]	j
Risk	11	1691	red	0.5	right	narrow	[""right""]	j
Risk	12	1506	red	0.6	left	narrow	[""left""]	f
Risk	13	2410	red	0.4	right	narrow	[""left""]	j
Risk	14	1303	red	0.4	right	narrow	[""left""]	j
Risk	15	1420	red	0.5	left	narrow	[""left""]	f
Risk	16	1155	red	0.5	left	narrow	[""left""]	f
Risk	17	1807	red	0.5	right	narrow	[""right""]	j
Risk	18	2573	red	0.4	left	narrow	[""right""]	f
Risk	19	2335	red	0.5	left	narrow	[""left""]	f
Risk	20	3816	green	0	right	wide	[""left""]	j
Risk	21	3655	green	0.1	left	wide	[""right""]	f
Risk	22	1719	green	0.2	left	wide	[""right""]	f
Risk	23	2170	green	1	left	wide	[""left""]	f
Risk	24	1527	green	0.1	left	wide	[""right""]	f
Risk	25	1389	green	0	right	wide	[""left""]	j
Risk	26	1297	green	0	left	wide	[""right""]	f
Risk	27	1390	green	1	right	wide	[""right""]	j
Risk	28	1020	green	1	right	wide	[""right""]	j
Risk	29	1598	green	0.9	left	wide	[""left""]	f
Risk	30	1336	green	0.9	left	wide	[""left""]	f
Risk	31	2196	green	0.2	right	wide	[""left""]	j
Risk	32	2379	green	0.3	left	wide	[""right""]	f
Risk	33	NA	green	0.9	none	wide	[""left""]	
Risk	34	2344	green	0.1	right	wide	[""left""]	j
Risk	35	1524	green	0.8	right	wide	[""right""]	j
Risk	36	1079	green	0.8	right	wide	[""right""]	j
Risk	37	2242	green	0	left	wide	[""right""]	f
Risk	38	1607	green	0.7	left	wide	[""left""]	f
Risk	39	1186	green	0	right	wide	[""left""]	j
Risk	40	2872	blue	0.6000000000000001	left	skew	[""left""]	f
Risk	41	2837	blue	0.7	right	skew	[""right""]	j
Risk	42	1251	blue	0.7	left	skew	[""left""]	f
Risk	43	1611	blue	0.6000000000000001	right	skew	[""right""]	j
Risk	44	2011	blue	0.5	left	skew	[""left""]	f
Risk	45	1747	blue	0.7	right	skew	[""right""]	j
Risk	46	1497	blue	0.7	left	skew	[""left""]	f
Risk	47	1610	blue	0.8	left	skew	[""left""]	f
Risk	48	2535	blue	0.7	right	skew	[""right""]	j
Risk	49	1349	blue	0.5	left	skew	[""left""]	f
Risk	50	1574	blue	0.4	right	skew	[""left""]	j
Risk	51	1104	blue	0.7	left	skew	[""left""]	f
Risk	52	1592	blue	0.6000000000000001	left	skew	[""left""]	f
Risk	53	1650	blue	0.8	left	skew	[""left""]	f
Risk	54	1657	blue	0.7	right	skew	[""right""]	j
Risk	55	807	blue	0.7	left	skew	[""left""]	f
Risk	56	963	blue	0.8999999999999999	left	skew	[""left""]	f
Risk	57	1353	blue	0.8	left	skew	[""left""]	f
Risk	58	1161	blue	0.7	left	skew	[""left""]	f
Risk	59	1712	blue	0.7	right	skew	[""right""]	j
