Lot_color	dist	percent	value	order
R	skew	0	0	2
R	skew	10	0	2
R	skew	20	0	2
R	skew	30	0	2
R	skew	40	0	2
R	skew	50	1	2
R	skew	60	1	2
R	skew	70	3	2
R	skew	80	2	2
R	skew	90	3	2
R	skew	100	5	2
G	narrow	0	0	1
G	narrow	10	3	1
G	narrow	20	2	1
G	narrow	30	2	1
G	narrow	40	3	1
G	narrow	50	7	1
G	narrow	60	3	1
G	narrow	70	3	1
G	narrow	80	3	1
G	narrow	90	1	1
G	narrow	100	0	1
B	wide	0	5	3
B	wide	10	3	3
B	wide	20	5	3
B	wide	30	5	3
B	wide	40	5	3
B	wide	50	1	3
B	wide	60	2	3
B	wide	70	0	3
B	wide	80	1	3
B	wide	90	0	3
B	wide	100	2	3
