Blocktype	tnum	rt	color	winprob	select	dist	side	response
Risk	0	1321	green	0.3	right	narrow	[""left""]	j
Risk	1	1172	green	0.5	left	narrow	[""right""]	f
Risk	2	670	green	0.6	right	narrow	[""left""]	j
Risk	3	1075	green	0.5	right	narrow	[""left""]	j
Risk	4	1089	green	0.4	left	narrow	[""right""]	f
Risk	5	1551	green	0.5	right	narrow	[""left""]	j
Risk	6	1645	green	0.5	left	narrow	[""right""]	f
Risk	7	1711	green	0.6	right	narrow	[""left""]	j
Risk	8	1341	green	0.4	left	narrow	[""right""]	f
Risk	9	1222	green	0.2	right	narrow	[""left""]	j
Risk	10	1168	green	0.5	left	narrow	[""right""]	f
Risk	11	669	green	0.3	left	narrow	[""right""]	f
Risk	12	843	green	0.4	left	narrow	[""right""]	f
Risk	13	1318	green	0.5	right	narrow	[""left""]	j
Risk	14	1285	green	0.7	right	narrow	[""left""]	j
Risk	15	1028	green	0.6	left	narrow	[""right""]	f
Risk	16	842	green	0.5	left	narrow	[""right""]	f
Risk	17	761	green	0.5	left	narrow	[""right""]	f
Risk	18	796	green	0.5	left	narrow	[""right""]	f
Risk	19	791	green	0.5	right	narrow	[""left""]	j
Risk	20	2156	red	0.7	left	skew	[""left""]	f
Risk	21	1067	red	0.6000000000000001	left	skew	[""right""]	f
Risk	22	1121	red	0.7	right	skew	[""right""]	j
Risk	23	792	red	0.6000000000000001	left	skew	[""right""]	f
Risk	24	1091	red	0.5	right	skew	[""left""]	j
Risk	25	1126	red	0.7	right	skew	[""right""]	j
Risk	26	719	red	0.7	right	skew	[""right""]	j
Risk	27	917	red	0.8999999999999999	right	skew	[""right""]	j
Risk	28	987	red	0.5	right	skew	[""left""]	j
Risk	29	804	red	0.4	right	skew	[""left""]	j
Risk	30	1661	red	0.7	left	skew	[""left""]	f
Risk	31	727	red	0.7	right	skew	[""right""]	j
Risk	32	1202	red	0.7	left	skew	[""left""]	f
Risk	33	929	red	0.6000000000000001	right	skew	[""left""]	j
Risk	34	733	red	0.7	left	skew	[""left""]	f
Risk	35	821	red	0.8	left	skew	[""left""]	f
Risk	36	854	red	0.8	right	skew	[""right""]	j
Risk	37	646	red	0.8	left	skew	[""left""]	f
Risk	38	1040	red	0.7	left	skew	[""left""]	f
Risk	39	768	red	0.7	right	skew	[""right""]	j
Risk	40	1600	blue	0.1	right	wide	[""left""]	j
Risk	41	1173	blue	1	left	wide	[""left""]	f
Risk	42	561	blue	1	left	wide	[""left""]	f
Risk	43	1312	blue	0.7	left	wide	[""left""]	f
Risk	44	1115	blue	0.2	left	wide	[""right""]	f
Risk	45	1002	blue	0.9	right	wide	[""right""]	j
Risk	46	967	blue	0	left	wide	[""right""]	f
Risk	47	780	blue	0.9	left	wide	[""left""]	f
Risk	48	1028	blue	0	left	wide	[""right""]	f
Risk	49	1121	blue	0.1	left	wide	[""right""]	f
Risk	50	1001	blue	0	right	wide	[""left""]	j
Risk	51	1964	blue	0.9	right	wide	[""left""]	j
Risk	52	1080	blue	0.2	left	wide	[""right""]	f
Risk	53	860	blue	0	right	wide	[""left""]	j
Risk	54	1454	blue	0.8	right	wide	[""right""]	j
Risk	55	2774	blue	0.1	left	wide	[""right""]	f
Risk	56	865	blue	0.3	right	wide	[""left""]	j
Risk	57	935	blue	1	left	wide	[""left""]	f
Risk	58	775	blue	0.8	left	wide	[""left""]	f
Risk	59	613	blue	0	right	wide	[""left""]	j
