Blocktype	tnum	rt	color	winprob	Amb	RL_feedback	choice	dist	side	response
Learning	1	NA	green	0.5	[0,1]	win	Amb	norm	right	
Learning	2	2695	green	0.57	[0,1]	win	risk	norm	right	j
Learning	3	1885	green	0.52	[0,1]	win	risk	norm	right	j
Learning	4	1127	green	0.45	[0,1]	win	risk	norm	right	j
Learning	5	1214	green	0.32	[0,1]	win	risk	norm	right	j
Learning	6	1869	green	0.14	[0,1]	win	Amb	norm	right	f
Learning	7	1325	green	0.22	[0,1]	win	Amb	norm	left	j
Learning	8	1268	green	0.32	[0,1]	win	Amb	norm	left	j
Learning	9	1050	green	0.52	[0,1]	win	risk	norm	left	f
Learning	10	2497	green	0.41	[0,1]	win	risk	norm	right	j
Learning	11	1020	green	0.26	[0,1]	win	Amb	norm	right	f
Learning	12	1891	green	0.34	[0,1]	win	risk	norm	right	j
Learning	13	1408	green	0.3	[0,1]	win	risk	norm	left	f
Learning	14	974	green	0.24	[0,1]	win	Amb	norm	right	f
Learning	15	1383	green	0.29	[0,1]	win	Amb	norm	left	j
Learning	1	2382	red	0.5	[0,1]	win	risk	norm	left	f
Learning	2	1559	red	0.39	[0,1]	win	risk	norm	left	f
Learning	3	1186	red	0.22	[0,1]	win	Amb	norm	right	f
Learning	4	1412	red	0.3	[0,1]	win	Amb	norm	right	f
Learning	5	2186	red	0.39	[0,1]	win	risk	norm	left	f
Learning	6	1237	red	0.33	[0,1]	win	risk	norm	left	f
Learning	7	831	red	0.25	[0,1]	win	Amb	norm	left	j
Learning	8	1709	red	0.27	[0,1]	win	Amb	norm	right	f
Learning	9	1836	red	0.3	[0,1]	win	Amb	norm	right	f
Learning	10	1269	red	0.37	[0,1]	win	risk	norm	right	j
Learning	11	1614	red	0.33	[0,1]	win	risk	norm	left	f
Learning	12	971	red	0.26	[0,1]	win	Amb	norm	left	j
Learning	13	1200	red	0.3	[0,1]	win	Amb	norm	right	f
Learning	14	1357	red	0.32	[0,1]	win	Amb	norm	right	f
Learning	15	1521	red	0.37	[0,1]	win	risk	norm	left	f
Learning	1	2076	green	0.5	[0,1]	lose	risk	norm	left	f
Learning	2	1054	green	0.4	[0,1]	lose	risk	norm	right	j
Learning	3	1076	green	0.26	[0,1]	lose	Amb	norm	left	j
Learning	4	1057	green	0.35	[0,1]	lose	Amb	norm	left	j
Learning	5	838	green	0.47	[0,1]	lose	risk	norm	left	f
Learning	6	1211	green	0.4	[0,1]	lose	risk	norm	right	j
Learning	7	1299	green	0.33	[0,1]	lose	risk	norm	right	j
Learning	8	962	green	0.21	[0,1]	lose	Amb	norm	right	f
Learning	9	1102	green	0.25	[0,1]	lose	Amb	norm	right	f
Learning	10	957	green	0.31	[0,1]	lose	risk	norm	left	f
Learning	11	767	green	0.24	[0,1]	lose	Amb	norm	left	j
Learning	12	771	green	0.25	[0,1]	lose	Amb	norm	left	j
Learning	13	759	green	0.28	[0,1]	lose	Amb	norm	left	j
Learning	14	945	green	0.31	[0,1]	lose	Amb	norm	left	j
Learning	15	1045	green	0.37	[0,1]	lose	risk	norm	left	f
Learning	1	2262	blue	0.5	[0,1]	lose	risk	norm	left	f
Learning	2	1277	blue	0.39	[0,1]	lose	risk	norm	right	j
Learning	3	994	blue	0.23	[0,1]	lose	Amb	norm	right	f
Learning	4	1185	blue	0.3	[0,1]	lose	risk	norm	left	f
Learning	5	1042	blue	0.27	[0,1]	lose	Amb	norm	right	f
Learning	6	954	blue	0.27	[0,1]	lose	Amb	norm	right	f
Learning	7	1099	blue	0.31	[0,1]	lose	risk	norm	right	j
Learning	8	1276	blue	0.31	[0,1]	lose	risk	norm	left	f
Learning	9	1115	blue	0.3	[0,1]	lose	Amb	norm	right	f
Learning	10	958	blue	0.28	[0,1]	lose	Amb	norm	right	f
Learning	11	1751	blue	0.31	[0,1]	lose	risk	norm	left	f
Learning	12	1174	blue	0.31	[0,1]	lose	risk	norm	left	f
Learning	13	915	blue	0.29	[0,1]	lose	Amb	norm	left	j
Learning	14	1154	blue	0.27	[0,1]	lose	Amb	norm	right	f
Learning	15	1134	blue	0.28	[0,1]	lose	Amb	norm	right	f
Learning	1	2842	blue	0.5	[0,1]	win	risk	norm	left	f
Learning	2	1000	blue	0.4	[0,1]	win	risk	norm	right	j
Learning	3	955	blue	0.23	[0,1]	win	Amb	norm	right	f
Learning	4	1175	blue	0.33	[0,1]	win	risk	norm	right	j
Learning	5	798	blue	0.27	[0,1]	win	Amb	norm	left	j
Learning	6	996	blue	0.26	[0,1]	win	Amb	norm	right	f
Learning	7	1147	blue	0.3	[0,1]	win	Amb	norm	left	j
Learning	8	952	blue	0.34	[0,1]	win	Amb	norm	left	j
