Blocktype	tnum	rt	color	winprob	Amb	choice	dist	side	response
Ambiguity	0	NA	blue	0.5	[0.25,0.75]	Ambiguous	skew	right	
Ambiguity	1	47	blue	0.59	[0.25,0.75]	risk	skew	left	f
Ambiguity	2	292	blue	0.55	[0.25,0.75]	risk	skew	left	f
Ambiguity	3	2296	blue	0.47	[0.25,0.75]	risk	skew	left	f
Ambiguity	4	2723	blue	0.34	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	5	2015	blue	0.37	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	6	3631	blue	0.46	[0.25,0.75]	risk	skew	right	j
Ambiguity	7	2716	blue	0.43	[0.25,0.75]	risk	skew	left	f
Ambiguity	8	1178	blue	0.36	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	9	2813	blue	0.4	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	10	1271	blue	0.44	[0.25,0.75]	risk	skew	right	j
Ambiguity	11	1917	blue	0.4	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	12	1580	blue	0.39	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	13	1048	blue	0.39	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	14	2255	blue	0.42	[0.25,0.75]	risk	skew	right	j
Ambiguity	15	1124	blue	0.5	[0,1]	risk	skew	right	j
Ambiguity	16	2821	blue	0.38	[0,1]	risk	skew	right	j
Ambiguity	17	1556	blue	0.22	[0,1]	Ambiguous	skew	left	j
Ambiguity	18	1498	blue	0.28	[0,1]	Ambiguous	skew	right	f
Ambiguity	19	2192	blue	0.38	[0,1]	Ambiguous	skew	left	j
Ambiguity	20	2071	blue	0.53	[0,1]	risk	skew	left	f
Ambiguity	21	1009	blue	0.46	[0,1]	Ambiguous	skew	left	j
Ambiguity	22	1536	blue	0.52	[0,1]	risk	skew	right	j
Ambiguity	23	1574	blue	0.49	[0,1]	Ambiguous	skew	right	f
Ambiguity	24	2368	blue	0.48	[0,1]	Ambiguous	skew	right	f
Ambiguity	25	1456	blue	0.49	[0,1]	Ambiguous	skew	left	j
Ambiguity	26	1478	blue	0.49	[0,1]	Ambiguous	skew	right	f
Ambiguity	27	916	blue	0.52	[0,1]	Ambiguous	skew	left	j
Ambiguity	28	1420	blue	0.57	[0,1]	risk	skew	right	j
Ambiguity	29	1208	blue	0.53	[0,1]	risk	skew	left	f
Ambiguity	30	NA	red	0.5	[0.25,0.75]	Ambiguous	narrow	left	
Ambiguity	31	1109	red	0.59	[0.25,0.75]	risk	narrow	right	j
Ambiguity	32	821	red	0.55	[0.25,0.75]	risk	narrow	right	j
Ambiguity	33	886	red	0.48	[0.25,0.75]	risk	narrow	left	f
Ambiguity	34	738	red	0.35	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	35	1289	red	0.43	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	36	690	red	0.53	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	37	580	red	0.66	[0.25,0.75]	risk	narrow	left	f
Ambiguity	38	889	red	0.59	[0.25,0.75]	risk	narrow	right	j
Ambiguity	39	2387	red	0.49	[0.25,0.75]	risk	narrow	left	f
Ambiguity	40	1250	red	0.34	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	41	1139	red	0.4	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	42	866	red	0.48	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	43	632	red	0.63	[0.25,0.75]	risk	narrow	left	f
Ambiguity	44	902	red	0.53	[0.25,0.75]	risk	narrow	left	f
Ambiguity	45	951	red	0.5	[0,1]	risk	narrow	right	j
Ambiguity	46	821	red	0.41	[0,1]	risk	narrow	right	j
Ambiguity	47	891	red	0.24	[0,1]	Ambiguous	narrow	left	j
Ambiguity	48	1040	red	0.3	[0,1]	Ambiguous	narrow	left	j
Ambiguity	49	1106	red	0.39	[0,1]	Ambiguous	narrow	right	f
Ambiguity	50	721	red	0.55	[0,1]	risk	narrow	left	f
Ambiguity	51	2523	red	0.46	[0,1]	risk	narrow	left	f
Ambiguity	52	1133	red	0.31	[0,1]	Ambiguous	narrow	left	j
Ambiguity	53	1263	red	0.37	[0,1]	Ambiguous	narrow	right	f
Ambiguity	54	1539	red	0.47	[0,1]	risk	narrow	right	j
Ambiguity	55	1426	red	0.43	[0,1]	Ambiguous	narrow	left	j
Ambiguity	56	1118	red	0.42	[0,1]	risk	narrow	right	j
Ambiguity	57	951	red	0.42	[0,1]	risk	narrow	right	j
Ambiguity	58	964	red	0.39	[0,1]	Ambiguous	narrow	right	f
Ambiguity	59	675	red	0.38	[0,1]	Ambiguous	narrow	right	f
Ambiguity	60	2600	green	0.5	[0.25,0.75]	risk	wide	left	f
Ambiguity	61	831	green	0.38	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	62	2232	green	0.4	[0.25,0.75]	risk	wide	left	f
Ambiguity	63	1411	green	0.35	[0.25,0.75]	Ambiguous	wide	right	f
Ambiguity	64	792	green	0.33	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	65	810	green	0.35	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	66	546	green	0.39	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	67	996	green	0.45	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	68	571	green	0.52	[0.25,0.75]	risk	wide	left	f
Ambiguity	69	843	green	0.47	[0.25,0.75]	risk	wide	left	f
Ambiguity	70	1135	green	0.41	[0.25,0.75]	Ambiguous	wide	right	f
Ambiguity	71	1147	green	0.41	[0.25,0.75]	Ambiguous	wide	right	f
Ambiguity	72	1327	green	0.44	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	73	981	green	0.47	[0.25,0.75]	Ambiguous	wide	right	f
Ambiguity	74	761	green	0.52	[0.25,0.75]	risk	wide	right	j
Ambiguity	75	777	green	0.5	[0,1]	risk	wide	left	f
Ambiguity	76	1059	green	0.39	[0,1]	Ambiguous	wide	right	f
Ambiguity	77	660	green	0.42	[0,1]	Ambiguous	wide	left	j
Ambiguity	78	1713	green	0.47	[0,1]	risk	wide	right	j
Ambiguity	79	811	green	0.41	[0,1]	Ambiguous	wide	left	j
Ambiguity	80	682	green	0.4	[0,1]	Ambiguous	wide	left	j
Ambiguity	81	758	green	0.41	[0,1]	Ambiguous	wide	left	j
Ambiguity	82	2156	green	0.46	[0,1]	risk	wide	right	j
Ambiguity	83	2403	green	0.44	[0,1]	Ambiguous	wide	right	f
Ambiguity	84	788	green	0.45	[0,1]	Ambiguous	wide	right	f
Ambiguity	85	821	green	0.48	[0,1]	Ambiguous	wide	left	j
Ambiguity	86	1161	green	0.47	[0,1]	risk	wide	right	j
Ambiguity	87	974	green	0.47	[0,1]	risk	wide	left	f
Ambiguity	88	698	green	0.43	[0,1]	Ambiguous	wide	left	j
Ambiguity	89	1373	green	0.45	[0,1]	Ambiguous	wide	right	f
