Lot_color	dist	percent	value	order
R	narrow	0	1	2
R	narrow	10	1	2
R	narrow	20	2	2
R	narrow	30	4	2
R	narrow	40	2	2
R	narrow	50	2	2
R	narrow	60	3	2
R	narrow	70	2	2
R	narrow	80	1	2
R	narrow	90	1	2
R	narrow	100	0	2
G	wide	0	2	3
G	wide	10	2	3
G	wide	20	1	3
G	wide	30	3	3
G	wide	40	1	3
G	wide	50	2	3
G	wide	60	1	3
G	wide	70	1	3
G	wide	80	2	3
G	wide	90	2	3
G	wide	100	1	3
B	skew	0	0	1
B	skew	10	1	1
B	skew	20	1	1
B	skew	30	5	1
B	skew	40	4	1
B	skew	50	3	1
B	skew	60	2	1
B	skew	70	2	1
B	skew	80	0	1
B	skew	90	0	1
B	skew	100	0	1
