Blocktype	tnum	rt	color	winprob	select	dist	side	response
Risk	0	2874	red	0.3	left	narrow	[""left""]	f
Risk	1	2612	red	0.5	right	narrow	[""right""]	j
Risk	2	2403	red	0.5	left	narrow	[""left""]	f
Risk	3	1970	red	0.7	left	narrow	[""left""]	f
Risk	4	2316	red	0.6	right	narrow	[""right""]	j
Risk	5	2284	red	0.3	left	narrow	[""right""]	f
Risk	6	1356	red	0.6	left	narrow	[""left""]	f
Risk	7	2127	red	0.5	right	narrow	[""right""]	j
Risk	8	1920	red	0.6	left	narrow	[""left""]	f
Risk	9	1557	red	0.4	left	narrow	[""right""]	f
Risk	10	1338	red	0.5	left	narrow	[""left""]	f
Risk	11	1771	red	0.4	left	narrow	[""right""]	f
Risk	12	1298	red	0.5	left	narrow	[""left""]	f
Risk	13	1097	red	0.5	right	narrow	[""right""]	j
Risk	14	848	red	0.5	right	narrow	[""right""]	j
Risk	15	1016	red	0.5	right	narrow	[""right""]	j
Risk	16	1483	red	0.2	right	narrow	[""left""]	j
Risk	17	3018	red	0.4	right	narrow	[""left""]	j
Risk	18	2213	red	0.5	left	narrow	[""left""]	f
Risk	19	1144	red	0.5	right	narrow	[""right""]	j
Risk	20	2961	blue	0.1	left	wide	[""right""]	f
Risk	21	1599	blue	0.2	left	wide	[""right""]	f
Risk	22	2161	blue	0.7	left	wide	[""left""]	f
Risk	23	2434	blue	0	right	wide	[""left""]	j
Risk	24	1111	blue	1	left	wide	[""left""]	f
Risk	25	1423	blue	0.3	right	wide	[""left""]	j
Risk	26	2137	blue	0	right	wide	[""left""]	j
Risk	27	1221	blue	0.8	left	wide	[""left""]	f
Risk	28	1070	blue	0.9	right	wide	[""right""]	j
Risk	29	883	blue	0	left	wide	[""left""]	f
Risk	30	1029	blue	0.1	right	wide	[""left""]	j
Risk	31	1629	blue	0.8	right	wide	[""right""]	j
Risk	32	938	blue	0.2	right	wide	[""left""]	j
Risk	33	887	blue	0	left	wide	[""right""]	f
Risk	34	1747	blue	1	left	wide	[""left""]	f
Risk	35	871	blue	1	right	wide	[""right""]	j
Risk	36	1862	blue	0.1	right	wide	[""left""]	j
Risk	37	1939	blue	0	left	wide	[""right""]	f
Risk	38	986	blue	0.9	right	wide	[""right""]	j
Risk	39	812	blue	0.9	left	wide	[""left""]	f
Risk	40	1655	green	0.7	left	skew	[""left""]	f
Risk	41	784	green	0.5	left	skew	[""left""]	f
Risk	42	800	green	0.6000000000000001	right	skew	[""right""]	j
Risk	43	981	green	0.4	right	skew	[""left""]	j
Risk	44	621	green	0.7	left	skew	[""left""]	f
Risk	45	668	green	0.7	left	skew	[""left""]	f
Risk	46	628	green	0.7	left	skew	[""left""]	f
Risk	47	825	green	0.7	right	skew	[""right""]	j
Risk	48	712	green	0.8	right	skew	[""right""]	j
Risk	49	694	green	0.8	right	skew	[""right""]	j
Risk	50	678	green	0.7	left	skew	[""left""]	f
Risk	51	584	green	0.8	left	skew	[""left""]	f
Risk	52	517	green	0.7	left	skew	[""left""]	f
Risk	53	619	green	0.6000000000000001	right	skew	[""right""]	j
Risk	54	588	green	0.7	right	skew	[""right""]	j
Risk	55	561	green	0.7	right	skew	[""right""]	j
Risk	56	498	green	0.6000000000000001	right	skew	[""right""]	j
Risk	57	626	green	0.5	left	skew	[""left""]	f
Risk	58	666	green	0.7	right	skew	[""right""]	j
Risk	59	502	green	0.8999999999999999	left	skew	[""left""]	f
