Blocktype	tnum	rt	color	winprob	Amb	choice	dist	side	response
Ambiguity	0	3164	green	0.5	[0.25,0.75]	risk	wide	right	j
Ambiguity	1	2273	green	0.38	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	2	3004	green	0.42	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	3	3436	green	0.49	[0.25,0.75]	Ambiguous	wide	right	f
Ambiguity	4	1813	green	0.6	[0.25,0.75]	risk	wide	right	j
Ambiguity	5	1097	green	0.54	[0.25,0.75]	risk	wide	left	f
Ambiguity	6	2649	green	0.45	[0.25,0.75]	Ambiguous	wide	right	f
Ambiguity	7	2241	green	0.47	[0.25,0.75]	Ambiguous	wide	right	f
Ambiguity	8	820	green	0.55	[0.25,0.75]	risk	wide	right	j
Ambiguity	9	1555	green	0.53	[0.25,0.75]	risk	wide	left	f
Ambiguity	10	936	green	0.48	[0.25,0.75]	risk	wide	right	j
Ambiguity	11	1078	green	0.41	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	12	1096	green	0.43	[0.25,0.75]	Ambiguous	wide	right	f
Ambiguity	13	963	green	0.49	[0.25,0.75]	risk	wide	right	j
Ambiguity	14	1384	green	0.46	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	15	3187	green	0.5	[0,1]	Ambiguous	wide	left	j
Ambiguity	16	1174	green	0.61	[0,1]	risk	wide	right	j
Ambiguity	17	1171	green	0.54	[0,1]	risk	wide	left	f
Ambiguity	18	2445	green	0.47	[0,1]	risk	wide	right	j
Ambiguity	19	1358	green	0.35	[0,1]	Ambiguous	wide	left	j
Ambiguity	20	1045	green	0.41	[0,1]	Ambiguous	wide	left	j
Ambiguity	21	1018	green	0.48	[0,1]	risk	wide	right	j
Ambiguity	22	1107	green	0.42	[0,1]	Ambiguous	wide	left	j
Ambiguity	23	1062	green	0.42	[0,1]	risk	wide	left	f
Ambiguity	24	2142	green	0.41	[0,1]	Ambiguous	wide	right	f
Ambiguity	25	2187	green	0.4	[0,1]	Ambiguous	wide	right	f
Ambiguity	26	978	green	0.4	[0,1]	Ambiguous	wide	right	f
Ambiguity	27	1685	green	0.42	[0,1]	risk	wide	left	f
Ambiguity	28	1039	green	0.39	[0,1]	Ambiguous	wide	right	f
Ambiguity	29	990	green	0.38	[0,1]	Ambiguous	wide	left	j
Ambiguity	30	1393	red	0.5	[0.25,0.75]	risk	narrow	left	f
Ambiguity	31	1587	red	0.38	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	32	NA	red	0.41	[0.25,0.75]	Ambiguous	narrow	right	
Ambiguity	33	1282	red	0.48	[0.25,0.75]	risk	narrow	left	f
Ambiguity	34	1801	red	0.43	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	35	1017	red	0.43	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	36	1713	red	0.46	[0.25,0.75]	risk	narrow	left	f
Ambiguity	37	866	red	0.45	[0.25,0.75]	risk	narrow	right	j
Ambiguity	38	1433	red	0.42	[0.25,0.75]	risk	narrow	right	j
Ambiguity	39	825	red	0.37	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	40	1406	red	0.37	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	41	751	red	0.38	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	42	790	red	0.44	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	43	1202	red	0.51	[0.25,0.75]	risk	narrow	left	f
Ambiguity	44	910	red	0.46	[0.25,0.75]	risk	narrow	right	j
Ambiguity	45	613	red	0.5	[0,1]	risk	narrow	right	j
Ambiguity	46	2237	red	0.41	[0,1]	Ambiguous	narrow	right	f
Ambiguity	47	1485	red	0.44	[0,1]	Ambiguous	narrow	right	f
Ambiguity	48	725	red	0.54	[0,1]	risk	narrow	right	j
Ambiguity	49	954	red	0.49	[0,1]	risk	narrow	right	j
Ambiguity	50	1514	red	0.41	[0,1]	Ambiguous	narrow	right	f
Ambiguity	51	1113	red	0.42	[0,1]	Ambiguous	narrow	right	f
Ambiguity	52	1185	red	0.45	[0,1]	risk	narrow	left	f
Ambiguity	53	1019	red	0.44	[0,1]	Ambiguous	narrow	left	j
Ambiguity	54	639	red	0.44	[0,1]	risk	narrow	right	j
Ambiguity	55	753	red	0.43	[0,1]	risk	narrow	left	f
Ambiguity	56	1143	red	0.41	[0,1]	Ambiguous	narrow	left	j
Ambiguity	57	1598	red	0.43	[0,1]	Ambiguous	narrow	left	j
Ambiguity	58	783	red	0.46	[0,1]	risk	narrow	right	j
Ambiguity	59	748	red	0.46	[0,1]	risk	narrow	left	f
Ambiguity	60	2284	blue	0.5	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	61	2441	blue	0.61	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	62	1077	blue	0.78	[0.25,0.75]	risk	skew	left	f
Ambiguity	63	513	blue	0.71	[0.25,0.75]	risk	skew	left	f
Ambiguity	64	950	blue	0.6	[0.25,0.75]	risk	skew	right	j
Ambiguity	65	903	blue	0.42	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	66	1089	blue	0.49	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	67	1214	blue	0.59	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	68	693	blue	0.77	[0.25,0.75]	risk	skew	right	j
Ambiguity	69	1080	blue	0.67	[0.25,0.75]	risk	skew	left	f
Ambiguity	70	827	blue	0.53	[0.25,0.75]	risk	skew	left	f
Ambiguity	71	657	blue	0.32	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	72	850	blue	0.44	[0.25,0.75]	risk	skew	right	j
Ambiguity	73	1407	blue	0.37	[0.25,0.75]	Ambiguous	skew	left	j
