Lot_color	dist	percent	value	order
R	skew	0	1	2
R	skew	10	0	2
R	skew	20	0	2
R	skew	30	1	2
R	skew	40	1	2
R	skew	50	3	2
R	skew	60	4	2
R	skew	70	6	2
R	skew	80	4	2
R	skew	90	3	2
R	skew	100	2	2
G	narrow	0	2	1
G	narrow	10	3	1
G	narrow	20	3	1
G	narrow	30	2	1
G	narrow	40	2	1
G	narrow	50	3	1
G	narrow	60	3	1
G	narrow	70	1	1
G	narrow	80	0	1
G	narrow	90	0	1
G	narrow	100	0	1
B	wide	0	0	3
B	wide	10	0	3
B	wide	20	0	3
B	wide	30	1	3
B	wide	40	3	3
B	wide	50	4	3
B	wide	60	4	3
B	wide	70	5	3
B	wide	80	4	3
B	wide	90	3	3
B	wide	100	2	3
