Blocktype	tnum	rt	color	winprob	select	dist	side	response
Risk	0	2673	blue	0.4	right	narrow	[""right""]	j
Risk	1	3788	blue	0.7	right	narrow	[""right""]	j
Risk	2	3102	blue	0.5	right	narrow	[""right""]	j
Risk	3	1775	blue	0.5	left	narrow	[""left""]	f
Risk	4	2903	blue	0.2	left	narrow	[""right""]	f
Risk	5	2054	blue	0.5	right	narrow	[""right""]	j
Risk	6	1411	blue	0.4	right	narrow	[""left""]	j
Risk	7	2104	blue	0.5	right	narrow	[""right""]	j
Risk	8	662	blue	0.5	left	narrow	[""left""]	f
Risk	9	1604	blue	0.6	right	narrow	[""right""]	j
Risk	10	2698	blue	0.5	right	narrow	[""right""]	j
Risk	11	670	blue	0.5	right	narrow	[""right""]	j
Risk	12	498	blue	0.5	right	narrow	[""right""]	j
Risk	13	1026	blue	0.3	right	narrow	[""left""]	j
Risk	14	920	blue	0.5	right	narrow	[""right""]	j
Risk	15	967	blue	0.3	left	narrow	[""right""]	f
Risk	16	1674	blue	0.4	left	narrow	[""right""]	f
Risk	17	637	blue	0.5	right	narrow	[""right""]	j
Risk	18	758	blue	0.6	left	narrow	[""left""]	f
Risk	19	771	blue	0.6	left	narrow	[""left""]	f
Risk	20	NA	green	0.7	none	skew	[""right""]	
Risk	21	702	green	0.7	left	skew	[""left""]	f
Risk	22	412	green	0.7	right	skew	[""right""]	j
Risk	23	408	green	0.8999999999999999	right	skew	[""right""]	j
Risk	24	816	green	0.6000000000000001	right	skew	[""right""]	j
Risk	25	509	green	0.7	right	skew	[""right""]	j
Risk	26	523	green	0.7	left	skew	[""left""]	f
Risk	27	385	green	0.8	right	skew	[""right""]	j
Risk	28	560	green	0.7	right	skew	[""right""]	j
Risk	29	843	green	0.8	left	skew	[""left""]	f
Risk	30	362	green	0.7	right	skew	[""right""]	j
Risk	31	404	green	0.4	right	skew	[""right""]	j
Risk	32	732	green	0.6000000000000001	right	skew	[""right""]	j
Risk	33	710	green	0.6000000000000001	right	skew	[""right""]	j
Risk	34	534	green	0.7	left	skew	[""left""]	f
Risk	35	775	green	0.8	right	skew	[""right""]	j
Risk	36	764	green	0.5	left	skew	[""left""]	f
Risk	37	636	green	0.7	left	skew	[""left""]	f
Risk	38	629	green	0.7	left	skew	[""left""]	f
Risk	39	798	green	0.5	left	skew	[""left""]	f
Risk	40	1159	red	0.3	right	wide	[""left""]	j
Risk	41	763	red	0.1	right	wide	[""left""]	j
Risk	42	816	red	0.9	left	wide	[""left""]	f
Risk	43	832	red	0	left	wide	[""right""]	f
Risk	44	927	red	1	left	wide	[""left""]	f
Risk	45	673	red	0.1	right	wide	[""left""]	j
Risk	46	634	red	0.9	right	wide	[""right""]	j
Risk	47	581	red	0.1	left	wide	[""right""]	f
Risk	48	725	red	0.8	right	wide	[""right""]	j
Risk	49	768	red	0.2	right	wide	[""left""]	j
Risk	50	564	red	0	right	wide	[""left""]	j
Risk	51	352	red	0	right	wide	[""left""]	j
Risk	52	533	red	0.8	left	wide	[""left""]	f
Risk	53	429	red	0.7	left	wide	[""left""]	f
Risk	54	582	red	0.2	right	wide	[""left""]	j
Risk	55	498	red	0.9	left	wide	[""left""]	f
Risk	56	567	red	0	left	wide	[""right""]	f
Risk	57	542	red	1	left	wide	[""left""]	f
Risk	58	387	red	0	right	wide	[""right""]	j
Risk	59	1138	red	1	left	wide	[""left""]	f
