Lot_color	dist	percent	value	order
R	wide	0	2	1
R	wide	10	5	1
R	wide	20	7	1
R	wide	30	5	1
R	wide	40	-1	1
R	wide	50	1	1
R	wide	60	1	1
R	wide	70	5	1
R	wide	80	5	1
R	wide	90	2	1
R	wide	100	2	1
G	skew	0	0	3
G	skew	10	1	3
G	skew	20	2	3
G	skew	30	1	3
G	skew	40	1	3
G	skew	50	2	3
G	skew	60	6	3
G	skew	70	5	3
G	skew	80	5	3
G	skew	90	5	3
G	skew	100	0	3
B	narrow	0	0	2
B	narrow	10	2	2
B	narrow	20	4	2
B	narrow	30	2	2
B	narrow	40	3	2
B	narrow	50	3	2
B	narrow	60	1	2
B	narrow	70	0	2
B	narrow	80	0	2
B	narrow	90	0	2
B	narrow	100	0	2
