Blocktype	tnum	rt	color	winprob	select	dist	side	response
Risk	0	1416	blue	1	left	wide	[""left""]	f
Risk	1	1568	blue	0	left	wide	[""right""]	f
Risk	2	1482	blue	0	left	wide	[""right""]	f
Risk	3	2207	blue	0	left	wide	[""right""]	f
Risk	4	1361	blue	1	left	wide	[""left""]	f
Risk	5	2038	blue	0	right	wide	[""left""]	j
Risk	6	2437	blue	0.9	left	wide	[""left""]	f
Risk	7	1300	blue	0.1	left	wide	[""right""]	f
Risk	8	962	blue	1	right	wide	[""right""]	j
Risk	9	1185	blue	0.9	left	wide	[""left""]	f
Risk	10	1142	blue	0.8	left	wide	[""left""]	f
Risk	11	2563	blue	0.2	left	wide	[""right""]	f
Risk	12	1197	blue	0.1	right	wide	[""left""]	j
Risk	13	1084	blue	0.2	right	wide	[""left""]	j
Risk	14	1938	blue	0.7	right	wide	[""right""]	j
Risk	15	962	blue	0	left	wide	[""right""]	f
Risk	16	1198	blue	0.1	left	wide	[""right""]	f
Risk	17	919	blue	0.3	right	wide	[""left""]	j
Risk	18	1381	blue	0.8	right	wide	[""right""]	j
Risk	19	2109	blue	0.9	left	wide	[""left""]	f
Risk	20	2537	red	0.3	left	narrow	[""right""]	f
Risk	21	2152	red	0.4	left	narrow	[""right""]	f
Risk	22	1423	red	0.5	right	narrow	[""right""]	j
Risk	23	1073	red	0.4	left	narrow	[""right""]	f
Risk	24	1648	red	0.6	left	narrow	[""left""]	f
Risk	25	1142	red	0.2	right	narrow	[""left""]	j
Risk	26	1450	red	0.3	left	narrow	[""right""]	f
Risk	27	1014	red	0.4	right	narrow	[""left""]	j
Risk	28	956	red	0.6	right	narrow	[""right""]	j
Risk	29	1044	red	0.5	left	narrow	[""left""]	f
Risk	30	606	red	0.5	left	narrow	[""left""]	f
Risk	31	925	red	0.5	right	narrow	[""right""]	j
Risk	32	852	red	0.5	right	narrow	[""right""]	j
Risk	33	649	red	0.5	right	narrow	[""right""]	j
Risk	34	1456	red	0.7	left	narrow	[""left""]	f
Risk	35	810	red	0.5	left	narrow	[""left""]	f
Risk	36	689	red	0.6	right	narrow	[""right""]	j
Risk	37	768	red	0.5	left	narrow	[""left""]	f
Risk	38	558	red	0.5	left	narrow	[""left""]	f
Risk	39	598	red	0.5	left	narrow	[""left""]	f
Risk	40	1561	green	0.6000000000000001	left	skew	[""left""]	f
Risk	41	1069	green	0.7	left	skew	[""left""]	f
Risk	42	1204	green	0.8	right	skew	[""right""]	j
Risk	43	770	green	0.5	left	skew	[""left""]	f
Risk	44	888	green	0.7	left	skew	[""left""]	f
Risk	45	802	green	0.7	left	skew	[""left""]	f
Risk	46	642	green	0.7	left	skew	[""left""]	f
Risk	47	948	green	0.7	left	skew	[""left""]	f
Risk	48	619	green	0.8	left	skew	[""left""]	f
Risk	49	508	green	0.8999999999999999	left	skew	[""left""]	f
Risk	50	951	green	0.4	right	skew	[""left""]	j
Risk	51	726	green	0.6000000000000001	left	skew	[""left""]	f
Risk	52	1126	green	0.6000000000000001	right	skew	[""right""]	j
Risk	53	910	green	0.7	right	skew	[""right""]	j
Risk	54	673	green	0.7	left	skew	[""left""]	f
Risk	55	896	green	0.5	left	skew	[""left""]	f
Risk	56	730	green	0.7	right	skew	[""right""]	j
Risk	57	682	green	0.7	left	skew	[""left""]	f
Risk	58	815	green	0.7	right	skew	[""right""]	j
Risk	59	655	green	0.8	left	skew	[""left""]	f
