Blocktype	tnum	rt	color	winprob	select	dist	side	response
Risk	0	1349	blue	0.7	right	wide	[""right""]	j
Risk	1	1299	blue	0.8	right	wide	[""right""]	j
Risk	2	1569	blue	0.1	right	wide	[""left""]	j
Risk	3	1579	blue	0.1	right	wide	[""left""]	j
Risk	4	1300	blue	0.9	right	wide	[""right""]	j
Risk	5	1061	blue	1	left	wide	[""left""]	f
Risk	6	1428	blue	0.8	left	wide	[""left""]	f
Risk	7	991	blue	1	left	wide	[""left""]	f
Risk	8	1083	blue	0.1	left	wide	[""right""]	f
Risk	9	1221	blue	0.9	right	wide	[""right""]	j
Risk	10	1034	blue	0	left	wide	[""right""]	f
Risk	11	1086	blue	0.3	right	wide	[""left""]	j
Risk	12	894	blue	1	left	wide	[""left""]	f
Risk	13	1613	blue	0.2	right	wide	[""left""]	j
Risk	14	884	blue	0	left	wide	[""right""]	f
Risk	15	931	blue	0.9	left	wide	[""left""]	f
Risk	16	1082	blue	0	left	wide	[""right""]	f
Risk	17	880	blue	0	left	wide	[""right""]	f
Risk	18	1038	blue	0.2	left	wide	[""right""]	f
Risk	19	1036	blue	0	left	wide	[""right""]	f
Risk	20	1670	red	0.6	left	narrow	[""left""]	f
Risk	21	1448	red	0.5	left	narrow	[""right""]	f
Risk	22	1706	red	0.4	right	narrow	[""left""]	j
Risk	23	1008	red	0.4	left	narrow	[""right""]	f
Risk	24	1171	red	0.3	left	narrow	[""right""]	f
Risk	25	1065	red	0.2	left	narrow	[""right""]	f
Risk	26	1222	red	0.6	left	narrow	[""left""]	f
Risk	27	1266	red	0.5	left	narrow	[""right""]	f
Risk	28	1427	red	0.3	left	narrow	[""right""]	f
Risk	29	1191	red	0.5	left	narrow	[""right""]	f
Risk	30	1311	red	0.5	right	narrow	[""left""]	j
Risk	31	1381	red	0.5	right	narrow	[""left""]	j
Risk	32	1282	red	0.4	left	narrow	[""right""]	f
Risk	33	918	red	0.7	left	narrow	[""left""]	f
Risk	34	925	red	0.6	right	narrow	[""right""]	j
Risk	35	1340	red	0.5	left	narrow	[""right""]	f
Risk	36	1082	red	0.5	left	narrow	[""right""]	f
Risk	37	996	red	0.5	right	narrow	[""left""]	j
Risk	38	912	red	0.5	right	narrow	[""left""]	j
Risk	39	1151	red	0.5	left	narrow	[""right""]	f
Risk	40	957	green	0.7	right	skew	[""right""]	j
Risk	41	1359	green	0.7	right	skew	[""right""]	j
Risk	42	778	green	0.7	left	skew	[""left""]	f
Risk	43	833	green	0.8	right	skew	[""right""]	j
Risk	44	807	green	0.7	left	skew	[""left""]	f
Risk	45	682	green	0.8	right	skew	[""right""]	j
Risk	46	816	green	0.7	right	skew	[""right""]	j
Risk	47	1088	green	0.6000000000000001	right	skew	[""right""]	j
Risk	48	1045	green	0.7	right	skew	[""right""]	j
Risk	49	860	green	0.7	left	skew	[""left""]	f
Risk	50	699	green	0.7	right	skew	[""right""]	j
Risk	51	1759	green	0.7	left	skew	[""left""]	f
Risk	52	964	green	0.8999999999999999	right	skew	[""right""]	j
Risk	53	1111	green	0.4	left	skew	[""right""]	f
Risk	54	1296	green	0.6000000000000001	right	skew	[""right""]	j
Risk	55	1332	green	0.7	right	skew	[""right""]	j
Risk	56	1962	green	0.5	right	skew	[""left""]	j
Risk	57	1582	green	0.6000000000000001	right	skew	[""right""]	j
Risk	58	1164	green	0.5	left	skew	[""right""]	f
Risk	59	913	green	0.8	right	skew	[""right""]	j
