Blocktype	tnum	rt	color	winprob	Amb	choice	dist	side	response
Ambiguity	0	2753	blue	0.5	[0.25,0.75]	risk	narrow	right	j
Ambiguity	1	1908	blue	0.4	[0.25,0.75]	risk	narrow	right	j
Ambiguity	2	NA	blue	0.24	[0.25,0.75]	Ambiguous	narrow	right	
Ambiguity	3	2841	blue	0.32	[0.25,0.75]	risk	narrow	left	f
Ambiguity	4	2788	blue	0.29	[0.25,0.75]	risk	narrow	left	f
Ambiguity	5	2417	blue	0.23	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	6	2686	blue	0.27	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	7	1551	blue	0.28	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	8	1930	blue	0.31	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	9	1492	blue	0.42	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	10	2055	blue	0.58	[0.25,0.75]	risk	narrow	right	j
Ambiguity	11	2375	blue	0.52	[0.25,0.75]	risk	narrow	right	j
Ambiguity	12	2590	blue	0.39	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	13	2348	blue	0.43	[0.25,0.75]	risk	narrow	left	f
Ambiguity	14	2367	blue	0.38	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	15	1956	blue	0.5	[0,1]	risk	narrow	left	f
Ambiguity	16	2374	blue	0.38	[0,1]	Ambiguous	narrow	right	f
Ambiguity	17	2270	blue	0.44	[0,1]	risk	narrow	left	f
Ambiguity	18	1644	blue	0.42	[0,1]	risk	narrow	right	j
Ambiguity	19	1544	blue	0.39	[0,1]	risk	narrow	right	j
Ambiguity	20	1609	blue	0.32	[0,1]	Ambiguous	narrow	left	j
Ambiguity	21	1615	blue	0.34	[0,1]	Ambiguous	narrow	right	f
Ambiguity	22	1527	blue	0.39	[0,1]	risk	narrow	right	j
Ambiguity	23	2014	blue	0.35	[0,1]	risk	narrow	right	j
Ambiguity	24	2241	blue	0.33	[0,1]	Ambiguous	narrow	left	j
Ambiguity	25	4460	blue	0.33	[0,1]	risk	narrow	right	j
Ambiguity	26	1435	blue	0.33	[0,1]	risk	narrow	left	f
Ambiguity	27	1488	blue	0.3	[0,1]	risk	narrow	right	j
Ambiguity	28	1748	blue	0.27	[0,1]	risk	narrow	right	j
Ambiguity	29	2136	blue	0.23	[0,1]	Ambiguous	narrow	left	j
Ambiguity	30	1654	green	0.5	[0.25,0.75]	risk	wide	left	f
