Lot_color	dist	percent	value	order
R	skew	0	0	3
R	skew	10	1	3
R	skew	20	2	3
R	skew	30	0	3
R	skew	40	4	3
R	skew	50	3	3
R	skew	60	0	3
R	skew	70	4	3
R	skew	80	2	3
R	skew	90	2	3
R	skew	100	0	3
G	narrow	0	0	2
G	narrow	10	1	2
G	narrow	20	2	2
G	narrow	30	0	2
G	narrow	40	3	2
G	narrow	50	6	2
G	narrow	60	0	2
G	narrow	70	4	2
G	narrow	80	0	2
G	narrow	90	0	2
G	narrow	100	0	2
B	wide	0	0	1
B	wide	10	4	1
B	wide	20	3	1
B	wide	30	1	1
B	wide	40	2	1
B	wide	50	3	1
B	wide	60	0	1
B	wide	70	4	1
B	wide	80	4	1
B	wide	90	3	1
B	wide	100	2	1
