Blocktype	tnum	rt	color	winprob	select	dist	side	response
Risk	0	1698	blue	1	left	wide	[""left""]	f
Risk	1	3448	blue	0.2	right	wide	[""left""]	j
Risk	2	1198	blue	0	right	wide	[""left""]	j
Risk	3	1465	blue	1	left	wide	[""left""]	f
Risk	4	1002	blue	0	right	wide	[""left""]	j
Risk	5	1622	blue	0	left	wide	[""right""]	f
Risk	6	1292	blue	0.2	right	wide	[""left""]	j
Risk	7	1471	blue	0.9	left	wide	[""right""]	f
Risk	8	1196	blue	0.1	left	wide	[""right""]	f
Risk	9	1544	blue	0.1	right	wide	[""left""]	j
Risk	10	1359	blue	0.3	right	wide	[""left""]	j
Risk	11	1273	blue	0.8	right	wide	[""right""]	j
Risk	12	749	blue	0.9	left	wide	[""left""]	f
Risk	13	1003	blue	0.1	left	wide	[""right""]	f
Risk	14	894	blue	0.8	left	wide	[""left""]	f
Risk	15	890	blue	0.7	right	wide	[""right""]	j
Risk	16	655	blue	0	left	wide	[""right""]	f
Risk	17	776	blue	1	right	wide	[""right""]	j
Risk	18	837	blue	0.9	right	wide	[""right""]	j
Risk	19	947	blue	0	right	wide	[""left""]	j
Risk	20	2038	green	0.5	left	narrow	[""left""]	f
Risk	21	1010	green	0.3	left	narrow	[""right""]	f
Risk	22	1052	green	0.4	right	narrow	[""left""]	j
Risk	23	1153	green	0.3	right	narrow	[""left""]	j
Risk	24	824	green	0.6	right	narrow	[""right""]	j
Risk	25	925	green	0.4	left	narrow	[""right""]	f
Risk	26	1092	green	0.5	right	narrow	[""right""]	j
Risk	27	1256	green	0.5	left	narrow	[""left""]	f
Risk	28	564	green	0.2	right	narrow	[""left""]	j
Risk	29	1173	green	0.5	left	narrow	[""left""]	f
Risk	30	779	green	0.5	right	narrow	[""right""]	j
Risk	31	660	green	0.5	left	narrow	[""left""]	f
Risk	32	614	green	0.5	right	narrow	[""left""]	j
Risk	33	1041	green	0.6	left	narrow	[""right""]	f
Risk	34	662	green	0.6	right	narrow	[""right""]	j
Risk	35	801	green	0.5	right	narrow	[""left""]	j
Risk	36	1052	green	0.5	left	narrow	[""right""]	f
Risk	37	737	green	0.4	right	narrow	[""left""]	j
Risk	38	862	green	0.5	right	narrow	[""left""]	j
Risk	39	698	green	0.7	right	narrow	[""right""]	j
Risk	40	1414	red	0.6000000000000001	right	skew	[""right""]	j
Risk	41	586	red	0.7	right	skew	[""right""]	j
Risk	42	1265	red	0.5	right	skew	[""left""]	j
Risk	43	556	red	0.8	left	skew	[""left""]	f
Risk	44	590	red	0.6000000000000001	right	skew	[""right""]	j
Risk	45	520	red	0.6000000000000001	left	skew	[""left""]	f
Risk	46	625	red	0.7	right	skew	[""right""]	j
Risk	47	683	red	0.7	left	skew	[""left""]	f
Risk	48	621	red	0.5	right	skew	[""left""]	j
Risk	49	584	red	0.7	left	skew	[""left""]	f
Risk	50	658	red	0.4	left	skew	[""right""]	f
Risk	51	589	red	0.7	left	skew	[""left""]	f
Risk	52	724	red	0.7	right	skew	[""right""]	j
Risk	53	812	red	0.7	left	skew	[""left""]	f
Risk	54	538	red	0.8	left	skew	[""left""]	f
Risk	55	585	red	0.8	left	skew	[""left""]	f
Risk	56	925	red	0.7	left	skew	[""left""]	f
Risk	57	588	red	0.7	right	skew	[""right""]	j
Risk	58	460	red	0.7	right	skew	[""right""]	j
Risk	59	661	red	0.8999999999999999	left	skew	[""left""]	f
