Blocktype	tnum	rt	color	winprob	Amb	choice	dist	side	response
Ambiguity	0	2423	blue	0.5	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	1	4300	blue	0.58	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	2	1559	blue	0.74	[0.25,0.75]	risk	skew	right	j
Ambiguity	3	1376	blue	0.66	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	4	1845	blue	0.69	[0.25,0.75]	risk	skew	right	j
Ambiguity	5	1561	blue	0.66	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	6	1011	blue	0.67	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	7	1034	blue	0.67	[0.25,0.75]	risk	skew	right	j
Ambiguity	8	1020	blue	0.66	[0.25,0.75]	risk	skew	right	j
Ambiguity	9	1482	blue	0.64	[0.25,0.75]	risk	skew	left	f
Ambiguity	10	774	blue	0.6	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	11	1048	blue	0.6	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	12	939	blue	0.58	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	13	902	blue	0.58	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	14	1446	blue	0.59	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	15	2419	blue	0.5	[0,1]	Ambiguous	skew	left	j
Ambiguity	16	1140	blue	0.58	[0,1]	Ambiguous	skew	left	j
Ambiguity	17	1413	blue	0.74	[0,1]	risk	skew	right	j
Ambiguity	18	1302	blue	0.67	[0,1]	risk	skew	left	f
Ambiguity	19	660	blue	0.57	[0,1]	Ambiguous	skew	left	j
Ambiguity	20	1101	blue	0.62	[0,1]	risk	skew	left	f
Ambiguity	21	1399	blue	0.6	[0,1]	Ambiguous	skew	right	f
Ambiguity	22	820	blue	0.63	[0,1]	Ambiguous	skew	right	f
Ambiguity	23	1319	blue	0.62	[0,1]	risk	skew	left	f
Ambiguity	24	931	blue	0.6	[0,1]	Ambiguous	skew	left	j
Ambiguity	25	1396	blue	0.61	[0,1]	Ambiguous	skew	right	f
Ambiguity	26	952	blue	0.63	[0,1]	risk	skew	left	f
Ambiguity	27	1046	blue	0.61	[0,1]	risk	skew	left	f
Ambiguity	28	1569	blue	0.61	[0,1]	Ambiguous	skew	right	f
Ambiguity	29	1269	blue	0.63	[0,1]	risk	skew	left	f
Ambiguity	30	NA	red	0.5	[0.25,0.75]	Ambiguous	narrow	right	
Ambiguity	31	474	red	0.59	[0.25,0.75]	risk	narrow	left	f
Ambiguity	32	939	red	0.52	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	33	1030	red	0.54	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	34	659	red	0.6	[0.25,0.75]	risk	narrow	left	f
Ambiguity	35	1178	red	0.58	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	36	1452	red	0.57	[0.25,0.75]	risk	narrow	left	f
Ambiguity	37	1172	red	0.57	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	38	530	red	0.59	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	39	1015	red	0.6	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	40	1120	red	0.63	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	41	779	red	0.66	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	42	1075	red	0.66	[0.25,0.75]	risk	narrow	right	j
Ambiguity	43	547	red	0.63	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	44	1145	red	0.64	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	45	2363	red	0.5	[0,1]	Ambiguous	narrow	left	j
Ambiguity	46	1183	red	0.59	[0,1]	Ambiguous	narrow	right	f
Ambiguity	47	1328	red	0.75	[0,1]	risk	narrow	right	j
Ambiguity	48	1134	red	0.69	[0,1]	risk	narrow	right	j
Ambiguity	49	459	red	0.59	[0,1]	Ambiguous	narrow	right	f
Ambiguity	50	1427	red	0.66	[0,1]	risk	narrow	left	f
Ambiguity	51	1066	red	0.64	[0,1]	Ambiguous	narrow	right	f
Ambiguity	52	1469	red	0.62	[0,1]	risk	narrow	right	j
Ambiguity	53	1297	red	0.61	[0,1]	risk	narrow	right	j
Ambiguity	54	1566	red	0.59	[0,1]	Ambiguous	narrow	left	j
Ambiguity	55	932	red	0.62	[0,1]	Ambiguous	narrow	left	j
Ambiguity	56	942	red	0.62	[0,1]	risk	narrow	right	j
Ambiguity	57	919	red	0.63	[0,1]	Ambiguous	narrow	right	f
Ambiguity	58	615	red	0.64	[0,1]	Ambiguous	narrow	right	f
Ambiguity	59	762	red	0.63	[0,1]	Ambiguous	narrow	right	f
Ambiguity	60	1755	green	0.5	[0.25,0.75]	risk	wide	right	j
Ambiguity	61	1477	green	0.4	[0.25,0.75]	Ambiguous	wide	right	f
Ambiguity	62	1030	green	0.46	[0.25,0.75]	Ambiguous	wide	right	f
