Blocktype	tnum	rt	color	winprob	select	dist	side	response
Risk	0	2100	red	0.1	left	wide	[""right""]	f
Risk	1	992	red	1	left	wide	[""right""]	f
Risk	2	1493	red	0	left	wide	[""left""]	f
Risk	3	937	red	1	left	wide	[""right""]	f
Risk	4	907	red	1	right	wide	[""right""]	j
Risk	5	1817	red	0	left	wide	[""left""]	f
Risk	6	NA	red	0	none	wide	[""left""]	
Risk	7	2835	red	0.7	right	wide	[""left""]	j
Risk	8	941	red	0.8	right	wide	[""right""]	j
Risk	9	1356	red	0.3	left	wide	[""left""]	f
Risk	10	1034	red	0.2	right	wide	[""right""]	j
Risk	11	1143	red	0.1	left	wide	[""left""]	f
Risk	12	1370	red	0	right	wide	[""left""]	j
Risk	13	1312	red	0.9	left	wide	[""left""]	f
Risk	14	991	red	0.2	right	wide	[""right""]	j
Risk	15	1235	red	0	left	wide	[""right""]	f
Risk	16	1076	red	0.9	right	wide	[""right""]	j
Risk	17	829	red	0.9	right	wide	[""left""]	j
Risk	18	1090	red	0.1	left	wide	[""right""]	f
Risk	19	813	red	0.8	right	wide	[""right""]	j
Risk	20	749	green	0.6	right	narrow	[""left""]	j
Risk	21	732	green	0.5	right	narrow	[""left""]	j
Risk	22	551	green	0.7	left	narrow	[""left""]	f
Risk	23	803	green	0.5	left	narrow	[""right""]	f
Risk	24	828	green	0.4	left	narrow	[""left""]	f
Risk	25	954	green	0.5	left	narrow	[""left""]	f
Risk	26	935	green	0.3	right	narrow	[""right""]	j
Risk	27	860	green	0.4	right	narrow	[""right""]	j
Risk	28	1020	green	0.2	right	narrow	[""left""]	j
Risk	29	785	green	0.5	right	narrow	[""left""]	j
Risk	30	742	green	0.6	right	narrow	[""left""]	j
Risk	31	736	green	0.5	right	narrow	[""right""]	j
Risk	32	912	green	0.5	right	narrow	[""right""]	j
Risk	33	755	green	0.5	right	narrow	[""right""]	j
Risk	34	1157	green	0.4	left	narrow	[""left""]	f
Risk	35	892	green	0.6	left	narrow	[""right""]	f
Risk	36	771	green	0.5	left	narrow	[""right""]	f
Risk	37	764	green	0.5	left	narrow	[""left""]	f
Risk	38	742	green	0.3	left	narrow	[""left""]	f
Risk	39	511	green	0.5	right	narrow	[""left""]	j
Risk	40	791	blue	0.7	right	skew	[""right""]	j
Risk	41	866	blue	0.7	right	skew	[""right""]	j
Risk	42	1008	blue	0.4	right	skew	[""left""]	j
Risk	43	850	blue	0.5	right	skew	[""right""]	j
Risk	44	785	blue	0.7	right	skew	[""left""]	j
Risk	45	1605	blue	0.8	left	skew	[""left""]	f
Risk	46	1134	blue	0.7	left	skew	[""right""]	f
Risk	47	1011	blue	0.5	left	skew	[""right""]	f
Risk	48	1716	blue	0.8999999999999999	right	skew	[""left""]	j
Risk	49	1845	blue	0.7	left	skew	[""left""]	f
Risk	50	1217	blue	0.8	left	skew	[""right""]	f
Risk	51	1142	blue	0.7	left	skew	[""left""]	f
Risk	52	1207	blue	0.6000000000000001	left	skew	[""left""]	f
Risk	53	947	blue	0.7	left	skew	[""left""]	f
Risk	54	1727	blue	0.8	right	skew	[""right""]	j
Risk	55	1027	blue	0.7	right	skew	[""right""]	j
Risk	56	1120	blue	0.6000000000000001	right	skew	[""right""]	j
Risk	57	1728	blue	0.7	left	skew	[""left""]	f
Risk	58	1342	blue	0.7	left	skew	[""right""]	f
Risk	59	1077	blue	0.6000000000000001	left	skew	[""left""]	f
