Blocktype	tnum	rt	color	winprob	Amb	choice	dist	side	response
Ambiguity	0	2722	green	0.5	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	1	2294	green	0.58	[0.25,0.75]	risk	skew	right	j
Ambiguity	2	3349	green	0.54	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	3	1436	green	0.56	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	4	1151	green	0.57	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	5	2965	green	0.61	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	6	1152	green	0.7	[0.25,0.75]	risk	skew	right	j
Ambiguity	7	1817	green	0.64	[0.25,0.75]	risk	skew	right	j
Ambiguity	8	1846	green	0.58	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	9	1992	green	0.61	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	10	1239	green	0.67	[0.25,0.75]	risk	skew	right	j
Ambiguity	11	1786	green	0.65	[0.25,0.75]	risk	skew	left	f
Ambiguity	12	1724	green	0.59	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	13	1535	green	0.62	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	14	1815	green	0.64	[0.25,0.75]	risk	skew	right	j
Ambiguity	15	1535	green	0.5	[0,1]	Ambiguous	skew	left	j
Ambiguity	16	1239	green	0.57	[0,1]	Ambiguous	skew	left	j
Ambiguity	17	1628	green	0.69	[0,1]	risk	skew	right	j
Ambiguity	18	2796	green	0.63	[0,1]	Ambiguous	skew	left	j
Ambiguity	19	1052	green	0.68	[0,1]	risk	skew	right	j
Ambiguity	20	1979	green	0.65	[0,1]	risk	skew	left	f
Ambiguity	21	1975	green	0.62	[0,1]	Ambiguous	skew	right	f
Ambiguity	22	1392	green	0.61	[0,1]	Ambiguous	skew	left	j
Ambiguity	23	1622	green	0.63	[0,1]	Ambiguous	skew	left	j
Ambiguity	24	1351	green	0.66	[0,1]	risk	skew	right	j
Ambiguity	25	1266	green	0.63	[0,1]	Ambiguous	skew	right	f
Ambiguity	26	1618	green	0.65	[0,1]	risk	skew	left	f
Ambiguity	27	1062	green	0.63	[0,1]	risk	skew	left	f
Ambiguity	28	1485	green	0.63	[0,1]	Ambiguous	skew	left	j
Ambiguity	29	1924	green	0.6	[0,1]	Ambiguous	skew	left	j
Ambiguity	30	2505	blue	0.5	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	31	2054	blue	0.6	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	32	1332	blue	0.76	[0.25,0.75]	risk	narrow	left	f
Ambiguity	33	1018	blue	0.7	[0.25,0.75]	risk	narrow	left	f
Ambiguity	34	2343	blue	0.59	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	35	1946	blue	0.67	[0.25,0.75]	risk	narrow	right	j
Ambiguity	36	1580	blue	0.64	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	37	2436	blue	0.66	[0.25,0.75]	risk	narrow	left	f
Ambiguity	38	1080	blue	0.66	[0.25,0.75]	risk	narrow	right	j
Ambiguity	39	749	blue	0.66	[0.25,0.75]	risk	narrow	right	j
Ambiguity	40	2421	blue	0.63	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	41	1465	blue	0.61	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	42	1419	blue	0.64	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	43	1267	blue	0.68	[0.25,0.75]	risk	narrow	left	f
Ambiguity	44	1340	blue	0.66	[0.25,0.75]	risk	narrow	right	j
