Lot_color	dist	percent	value	order
R	narrow	0	0	1
R	narrow	10	0	1
R	narrow	20	1	1
R	narrow	30	3	1
R	narrow	40	2	1
R	narrow	50	3	1
R	narrow	60	1	1
R	narrow	70	0	1
R	narrow	80	0	1
R	narrow	90	0	1
R	narrow	100	0	1
G	wide	0	0	3
G	wide	10	0	3
G	wide	20	1	3
G	wide	30	1	3
G	wide	40	3	3
G	wide	50	3	3
G	wide	60	2	3
G	wide	70	0	3
G	wide	80	0	3
G	wide	90	1	3
G	wide	100	0	3
B	skew	0	3	2
B	skew	10	1	2
B	skew	20	2	2
B	skew	30	2	2
B	skew	40	3	2
B	skew	50	3	2
B	skew	60	4	2
B	skew	70	4	2
B	skew	80	2	2
B	skew	90	2	2
B	skew	100	2	2
